project_id,graph_anomaly_score,graph_anomaly_percentile,is_graph_anomaly,clique_community_id,pair_project_count,triad_project_count,agency_contractor_hhi,corporate_ties_composite,contractor_degree,baseline1_score,primary_reason,secondary_reason,tertiary_reason
MPLADS-002532,33.96,55.44,0,31,1,1,0.1667,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002533,35.15,57.4,0,24,1,1,0.1667,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002534,17.38,27.06,0,25,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002535,13.38,19.8,0,10,1,1,0.1667,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002536,29.64,48.46,0,27,1,1,0.1429,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002537,10.59,14.8,0,1,1,1,0.1667,0,0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002538,16.73,25.88,0,11,1,1,0.2,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002539,15.32,23.3,0,35,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002540,44.31,70.2,0,27,1,1,0.25,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002541,42.37,67.8,0,2,1,1,0.2,0,-1.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002542,8.47,10.96,0,12,1,1,0.2,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002543,15.68,23.94,0,9,1,1,0.3333,0,0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002544,26.24,42.66,0,8,1,1,0.1667,0,0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002545,28.93,47.32,0,31,1,1,0.1358,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002546,9.78,13.3,0,12,1,1,0.25,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002547,28.79,47.08,0,0,1,1,0.1667,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002548,66.99,91.24,0,34,1,1,0.25,0,0.17,0.0,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE,NONE
MPLADS-002549,25.69,41.74,0,10,1,1,0.2,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002550,19.79,31.48,0,24,1,1,0.1667,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002551,34.86,56.94,0,11,1,1,0.2,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002552,55.36,82.8,0,8,1,1,1.0,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002553,11.31,16.06,0,13,1,1,0.1429,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002554,15.55,23.72,0,30,1,1,0.1667,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002555,76.77,97.1,1,1,1,1,0.2,2,4.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-002556,68.33,92.12,0,30,1,1,0.3333,2,2.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-002557,37.23,60.72,0,16,1,1,0.3333,0,0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002558,14.49,21.84,0,17,1,1,0.2,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002559,23.85,38.54,0,34,1,1,0.25,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002560,35.04,57.22,0,19,1,1,0.3333,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002561,64.42,89.24,0,5,1,1,0.2,0,1.33,0.0,PRE_AWARD_GOVERNANCE_INSTABILITY,HIGH_CONSTITUENCY_AGENCY_CAPTURE,NONE
MPLADS-002562,47.53,74.1,0,2,1,1,0.2,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002563,23.75,38.36,0,19,1,1,0.25,0,0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002564,19.61,31.14,0,24,1,1,0.1667,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002565,29.74,48.62,0,23,1,1,0.1429,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002566,73.46,95.62,1,26,1,1,0.2,1,2.5,50.0,CORPORATE_COLLUSION_NETWORK,RECURRING_EXCLUSIVE_PAIRING,HUB_CENTRALITY_SPIKE
MPLADS-002567,16.03,24.56,0,3,1,1,0.2222,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002568,61.52,87.34,0,14,1,1,0.1667,1,2.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-002569,20.71,33.12,0,27,1,1,0.25,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002570,9.98,13.7,0,22,1,1,0.1429,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002571,49.17,76.14,0,2,1,1,0.25,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002572,64.68,89.42,0,7,1,1,0.3333,0,-0.83,0.0,HIGH_CONSTITUENCY_AGENCY_CAPTURE,NONE,NONE
MPLADS-002573,57.87,85.04,0,15,1,1,0.125,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002574,12.08,17.4,0,7,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002575,65.94,90.32,0,16,1,1,0.3333,0,-1.17,0.0,ELEVATED_GRAPH_CENTRALITY,NONE,NONE
MPLADS-002576,80.96,98.36,1,26,1,1,0.3333,2,4.0,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,NONE
MPLADS-002577,40.27,65.02,0,27,1,1,0.25,0,-1.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002578,15.63,23.86,0,22,1,1,0.3333,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002579,48.39,75.1,0,1,1,1,0.3333,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002580,9.96,13.64,0,33,1,1,0.1667,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002581,62.84,88.2,0,33,1,1,0.25,0,-0.67,0.0,HIGH_CONSTITUENCY_AGENCY_CAPTURE,NONE,NONE
MPLADS-002582,53.62,81.0,0,10,1,1,1.0,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002583,97.08,99.9,1,11,1,1,0.1111,4,2.67,50.0,CORPORATE_COLLUSION_NETWORK,RECURRING_EXCLUSIVE_PAIRING,HIGH_CONSTITUENCY_AGENCY_CAPTURE
MPLADS-002584,31.47,51.48,0,13,1,1,0.3333,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002585,31.39,51.36,0,26,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002586,60.61,86.82,0,26,1,1,0.2,1,1.0,35.0,CORPORATE_COLLUSION_NETWORK,HUB_CENTRALITY_SPIKE,NONE
MPLADS-002587,19.14,30.3,0,35,1,1,0.25,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002588,55.08,82.48,0,4,1,1,0.125,0,0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002589,20.0,31.86,0,23,1,1,0.3333,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002590,53.21,80.66,0,20,1,1,0.25,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002591,19.78,31.46,0,21,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002592,36.22,59.12,0,1,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002593,34.49,56.32,0,27,1,1,0.3333,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002594,13.29,19.66,0,23,1,1,0.1429,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002595,18.74,29.52,0,9,1,1,0.125,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002596,28.45,46.5,0,4,1,1,0.125,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002597,34.07,55.64,0,26,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002598,13.06,19.22,0,32,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002599,18.08,28.36,0,19,1,1,0.2,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002600,60.76,86.88,0,3,1,1,0.25,0,-1.17,0.0,ELEVATED_GRAPH_CENTRALITY,NONE,NONE
MPLADS-002601,60.9,87.0,0,13,1,1,0.1562,0,1.0,15.0,HIGH_CONSTITUENCY_AGENCY_CAPTURE,RECURRING_EXCLUSIVE_PAIRING,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-002602,48.14,74.78,0,28,1,1,0.1429,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002603,43.91,69.72,0,14,1,1,0.5,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002604,11.26,15.98,0,12,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002605,7.94,9.98,0,34,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002606,5.53,6.0,0,14,1,1,0.1667,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002607,3.06,2.52,0,12,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002608,53.32,80.74,0,27,1,1,0.1429,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002609,5.0,5.16,0,30,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002610,34.78,56.8,0,0,1,1,0.25,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002611,26.73,43.52,0,26,1,1,0.1429,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002612,66.36,90.74,0,18,1,1,0.1429,1,2.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-002613,28.59,46.76,0,25,1,1,0.2,0,-0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002614,13.52,20.06,0,29,1,1,0.25,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002615,32.46,53.04,0,9,1,1,0.25,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002616,41.07,66.1,0,6,1,1,0.1429,0,1.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002617,95.41,99.62,1,22,1,1,0.125,4,0.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-002618,34.12,55.74,0,23,1,1,0.1429,0,1.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002619,6.15,7.06,0,24,1,1,0.1667,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002620,5.76,6.4,0,3,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002621,31.7,51.82,0,26,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002622,45.45,71.58,0,14,1,1,0.25,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002623,8.89,11.66,0,0,1,1,0.125,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002624,17.02,26.4,0,19,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002625,5.74,6.38,0,27,1,1,0.1429,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002626,37.99,61.92,0,26,1,1,0.2,0,-0.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002627,1.34,0.76,0,3,1,1,0.2,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002628,48.73,75.48,0,26,1,1,0.25,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002629,39.65,64.12,0,15,1,1,0.3333,0,0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002630,52.05,79.34,0,26,1,1,0.2,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002631,15.53,23.68,0,34,1,1,0.2,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002632,30.9,50.58,0,27,1,1,0.2,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002633,17.7,27.64,0,31,1,1,0.3333,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002634,23.63,38.14,0,24,1,1,0.1667,0,0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002635,41.04,66.04,0,26,1,1,0.125,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002636,17.57,27.4,0,17,1,1,0.1667,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002637,18.95,29.96,0,14,1,1,0.1667,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002638,11.25,15.96,0,4,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002639,4.48,4.34,0,0,1,1,0.25,0,0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002640,81.87,98.5,1,29,1,1,0.3333,2,1.33,35.0,CORPORATE_COLLUSION_NETWORK,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE
MPLADS-002641,6.25,7.22,0,14,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002642,23.15,37.42,0,6,1,1,0.25,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002643,80.51,98.24,1,34,1,1,0.25,2,4.0,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-002644,40.43,65.24,0,27,1,1,0.5,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002645,85.56,98.98,1,15,1,1,0.2,2,4.33,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-002646,68.01,91.96,0,35,1,1,0.1667,0,0.17,15.0,RECURRING_EXCLUSIVE_PAIRING,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-002647,22.82,36.78,0,11,1,1,0.1429,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002648,51.11,78.28,0,22,1,1,0.3333,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002649,59.53,86.26,0,5,1,1,0.25,1,1.0,50.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002650,68.57,92.3,0,9,1,1,0.2,0,0.17,15.0,RECURRING_EXCLUSIVE_PAIRING,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-002651,17.58,27.44,0,31,1,1,0.1429,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002652,59.18,85.98,0,30,1,1,0.1429,1,1.67,35.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002653,39.56,64.02,0,11,1,1,0.5,0,1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002654,21.79,35.02,0,35,1,1,0.5,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002655,30.72,50.32,0,1,1,1,0.2,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002656,41.75,66.92,0,33,1,1,0.1111,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002657,59.29,86.1,0,28,1,1,0.0909,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002658,8.13,10.34,0,6,1,1,0.1429,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002659,53.41,80.84,0,33,1,1,0.1667,0,-1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002660,39.68,64.18,0,7,1,1,0.25,0,-1.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002661,45.52,71.66,0,22,1,1,0.5,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002662,48.71,75.46,0,12,1,1,0.1837,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002663,4.84,4.9,0,12,1,1,0.25,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002664,43.67,69.44,0,33,1,1,0.25,0,-0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002665,2.87,2.32,0,28,1,1,0.1667,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002666,57.19,84.38,0,31,1,1,0.3333,1,1.33,35.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002667,33.59,54.86,0,14,1,1,0.3333,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002668,67.41,91.52,0,34,1,1,0.2,1,2.67,35.0,CORPORATE_COLLUSION_NETWORK,NONE,NONE
MPLADS-002669,36.91,60.18,0,14,1,1,0.5,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002670,10.45,14.54,0,17,1,1,0.25,0,0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002671,39.53,63.96,0,18,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002672,17.88,27.94,0,8,1,1,0.1667,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002673,11.66,16.68,0,0,1,1,0.1429,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002674,28.04,45.78,0,11,1,1,0.5,0,0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002675,78.11,97.62,1,30,1,1,0.125,2,1.0,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,HUB_CENTRALITY_SPIKE
MPLADS-002676,43.8,69.62,0,15,1,1,0.125,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002677,50.6,77.66,0,22,1,1,0.1429,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002678,14.16,21.22,0,4,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002679,18.9,29.84,0,24,1,1,0.2,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002680,39.67,64.16,0,31,1,1,0.125,0,0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002681,45.75,71.94,0,4,1,1,0.3333,0,0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002682,12.26,17.76,0,11,1,1,0.25,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002683,22.56,36.34,0,34,1,1,0.2,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002684,7.4,9.08,0,9,1,1,0.1667,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002685,50.63,77.68,0,34,1,1,0.125,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002686,25.62,41.64,0,11,1,1,0.25,0,-0.67,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002687,4.78,4.78,0,2,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002688,10.93,15.38,0,7,1,1,0.1667,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002689,9.07,12.02,0,21,1,1,0.3333,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002690,39.55,64.0,0,31,1,1,0.1667,0,-1.17,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002691,27.49,44.9,0,27,1,1,0.1429,0,1.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002692,55.39,82.82,0,5,1,1,0.1429,0,-1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002693,17.73,27.7,0,30,1,1,0.2,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002694,27.02,44.04,0,20,1,1,0.5,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002695,42.65,68.18,0,34,1,1,0.2,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002696,36.35,59.32,0,25,1,1,0.25,0,0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002697,3.95,3.62,0,22,1,1,0.1667,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002698,29.61,48.42,0,29,1,1,0.5,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002699,55.44,82.88,0,28,1,1,0.1667,1,1.67,35.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002700,18.14,28.48,0,32,1,1,0.1429,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002701,28.64,46.84,0,1,1,1,0.3333,0,-0.33,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002702,2.51,1.88,0,35,1,1,0.1429,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002703,21.11,33.8,0,34,1,1,0.25,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002704,75.11,96.3,1,3,1,1,0.2222,2,0.67,50.0,CORPORATE_COLLUSION_NETWORK,RECURRING_EXCLUSIVE_PAIRING,NONE
MPLADS-002705,80.88,98.32,1,0,1,1,0.3333,2,0.67,35.0,CORPORATE_COLLUSION_NETWORK,PRE_AWARD_GOVERNANCE_INSTABILITY,HUB_CENTRALITY_SPIKE
MPLADS-002706,68.42,92.22,0,0,1,1,0.5,0,1.83,0.0,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY,NONE
MPLADS-002707,66.81,91.1,0,25,1,1,0.3333,1,0.67,35.0,CORPORATE_COLLUSION_NETWORK,HIGH_CONSTITUENCY_AGENCY_CAPTURE,PRE_AWARD_GOVERNANCE_INSTABILITY
MPLADS-002708,13.04,19.18,0,6,1,1,0.1667,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002709,18.39,28.92,0,27,1,1,0.25,0,-0.67,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002710,44.06,69.86,0,18,1,1,0.3333,0,0.5,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002711,13.41,19.84,0,32,1,1,0.2,0,0.0,15.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002712,44.92,70.88,0,11,1,1,0.1111,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002713,10.2,14.08,0,7,1,1,0.25,0,0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002714,49.7,76.66,0,7,1,1,1.0,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002715,23.67,38.22,0,34,1,1,0.1429,0,-0.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002716,58.86,85.76,0,5,1,1,0.3333,0,-1.17,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002717,12.57,18.3,0,9,1,1,0.1667,0,-0.5,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002718,5.01,5.18,0,3,1,1,0.1667,0,0.0,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002719,43.46,69.16,0,26,1,1,0.5,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002720,27.13,44.24,0,30,1,1,0.1429,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002721,62.26,87.8,0,8,1,1,0.5,0,0.0,15.0,RECURRING_EXCLUSIVE_PAIRING,HIGH_CONSTITUENCY_AGENCY_CAPTURE,NONE
MPLADS-002722,26.83,43.68,0,7,1,1,0.1111,0,-0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002723,22.55,36.32,0,10,1,1,0.1667,0,-0.83,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
MPLADS-002724,25.36,41.14,0,15,1,1,0.25,0,0.33,0.0,NORMAL_GRAPH_TOPOLOGY,NONE,NONE
