project_id,payment_anomaly_score,payment_anomaly_percentile,is_payment_anomaly,payment_unverified_rate,payment_unverified_exposure,payment_smurfing_score,payment_velocity_ratio,payment_lumpiness_index,payment_timing_risk,baseline1_score,primary_reason,secondary_reason,tertiary_reason
MPLADS-002600,35.1,57.86,0,0.0,0.0,0.0,0.9649,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002601,39.29,65.22,0,0.0,0.0,0.0,0.8992,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002602,12.75,21.92,0,0.0,0.0,0.0,0.898,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002603,18.95,32.42,0,0.0,0.0,0.0,0.9418,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002604,3.95,5.9,0,0.0,0.0,0.0,0.9086,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002605,79.82,96.18,1,1.0,2389000.0,0.3345,0.97,0.2222,0.0,75.0,UNVERIFIED_DISBURSEMENT_BURST,STATUTORY_CEILING_SMURFING,NONE
MPLADS-002606,43.17,70.88,0,0.0,0.0,0.0,0.8921,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002607,9.9,16.54,0,0.0,0.0,0.0,0.9613,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002608,3.25,4.76,0,0.0,0.0,0.0,0.889,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002609,26.68,42.5,0,0.0,0.0,0.0,0.9086,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002610,78.42,95.52,1,0.0,0.0,0.0,1.5272,0.2222,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002611,34.73,57.12,0,0.0,0.0,0.0,0.9609,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002612,62.85,84.7,0,0.0,0.0,0.0,0.8555,0.2222,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002613,15.22,26.42,0,0.0,0.0,0.0,0.9095,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002614,46.09,74.28,0,0.0,0.0,0.0,0.967,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002615,8.37,13.72,0,0.0,0.0,0.0,0.9121,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002616,53.0,78.62,0,0.0,0.0,0.0,0.9579,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002617,69.36,90.56,0,0.0,0.0,0.0,0.9177,0.2222,0.231,0.0,PAYMENT_TIMING_ANOMALY,NONE,NONE
MPLADS-002618,37.76,62.66,0,0.0,0.0,0.0,0.8835,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002619,27.45,43.6,0,0.0,0.0,0.0,0.9383,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002620,28.36,45.12,0,0.0,0.0,0.0,0.9334,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002621,46.75,74.84,0,0.0,0.0,0.0,0.968,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002622,22.87,37.66,0,0.0,0.0,0.0,0.9151,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002623,78.14,95.34,1,0.0,0.0,0.0,0.8646,0.2222,0.231,0.0,PAYMENT_TIMING_ANOMALY,NONE,NONE
MPLADS-002624,22.12,36.68,0,0.0,0.0,0.0,0.8715,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002625,39.37,65.36,0,0.0,0.0,0.0,0.854,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002626,62.79,84.64,0,0.0,0.0,0.0,0.8538,0.2222,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002627,18.04,30.96,0,0.0,0.0,0.0,0.9158,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002628,20.25,34.22,0,0.0,0.0,0.0,0.8662,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002629,13.45,23.28,0,0.0,0.0,0.0,0.912,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002630,9.63,16.02,0,0.0,0.0,0.0,0.8559,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002631,55.54,79.98,0,0.0,0.0,0.0,0.892,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002632,53.22,78.78,0,0.0,0.0,0.0,0.9631,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002633,55.0,79.64,0,0.0,0.0,0.0,0.4521,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002634,27.22,43.3,0,0.0,0.0,0.0,0.9043,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002635,65.31,87.02,0,1.0,2244000.0,0.1583,0.9152,0.2222,0.0,75.0,UNVERIFIED_DISBURSEMENT_BURST,STATUTORY_CEILING_SMURFING,NONE
MPLADS-002636,27.06,43.08,0,0.0,0.0,0.0,0.9318,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002637,46.42,74.62,0,0.0,0.0,0.8148,0.9392,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002638,44.33,72.38,0,0.0,0.0,0.0,0.6749,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002639,50.66,77.3,0,0.0,0.0,0.0,0.9563,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002640,74.65,93.44,0,0.0,0.0,0.0,1.4053,0.2223,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002641,55.9,80.3,0,0.0,0.0,0.0,0.8973,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002642,34.93,57.52,0,0.0,0.0,0.004,0.9268,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002643,80.75,96.7,1,0.0,0.0,0.9548,0.9417,0.2222,0.0,25.0,STATUTORY_CEILING_SMURFING,NONE,NONE
MPLADS-002644,81.52,97.12,1,0.0,0.0,0.9231,0.8574,0.2222,0.231,25.0,STATUTORY_CEILING_SMURFING,PAYMENT_TIMING_ANOMALY,NONE
MPLADS-002645,44.16,72.16,0,0.0,0.0,0.0,0.9217,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002646,3.45,5.06,0,0.0,0.0,0.0,0.967,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002647,23.2,38.1,0,0.0,0.0,0.0,0.9769,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002648,41.54,68.5,0,0.0,0.0,0.0,0.9278,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002649,5.87,9.08,0,0.0,0.0,0.0,0.906,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002650,70.51,91.16,0,1.0,1549000.0,0.0,1.0,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-002651,1.33,1.7,0,0.0,0.0,0.0,0.9017,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002652,1.1,1.34,0,0.0,0.0,0.0,0.9287,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002653,45.66,73.88,0,0.0,0.0,0.0,0.9669,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002654,37.91,62.94,0,0.0,0.0,0.0,0.9685,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002655,8.14,13.27,0,0.0,0.0,0.0,0.9449,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002656,7.54,12.12,0,0.0,0.0,0.0,0.975,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002657,26.64,42.46,0,0.0,0.0,0.0,0.9212,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002658,18.3,31.4,0,0.0,0.0,0.0,0.979,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002659,69.24,90.44,0,0.0,0.0,0.0,0.8551,0.25,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002660,14.79,25.74,0,0.0,0.0,0.0,0.9714,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002661,11.87,20.22,0,0.0,0.0,0.0,0.9317,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002662,21.91,36.38,0,0.0,0.0,0.0,0.8603,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002663,7.24,11.52,0,0.0,0.0,0.0,0.9011,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002664,54.49,79.46,0,0.0,0.0,0.0,0.868,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002665,78.02,95.3,1,1.0,14731000.0,0.0016,0.8882,0.2222,0.0,75.0,UNVERIFIED_DISBURSEMENT_BURST,STATUTORY_CEILING_SMURFING,NONE
MPLADS-002666,32.62,53.22,0,0.0,0.0,0.0,0.8915,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002667,32.56,53.14,0,0.0,0.0,0.0,0.8585,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002668,16.59,28.72,0,0.0,0.0,0.0,0.9327,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002669,38.29,63.56,0,0.0,0.0,0.0,0.878,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002670,77.55,95.02,1,0.0,0.0,0.0071,1.529,0.2222,0.0,25.0,STATUTORY_CEILING_SMURFING,NONE,NONE
MPLADS-002671,48.9,76.32,0,0.0,0.0,0.0843,0.9427,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002672,34.96,57.58,0,0.0,0.0,0.0,0.955,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002673,15.96,27.68,0,0.0,0.0,0.2125,0.9169,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002674,21.29,35.58,0,0.0,0.0,0.0,0.8919,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002675,28.62,45.58,0,0.0,0.0,0.0,0.9304,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002676,0.77,0.82,0,0.0,0.0,0.0,0.893,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002677,10.88,18.36,0,0.0,0.0,0.0,0.8962,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002678,41.45,68.36,0,0.0,0.0,0.0,0.9686,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002679,13.8,23.94,0,0.0,0.0,0.0,0.8932,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002680,76.74,94.52,0,0.0,0.0,0.4868,0.6388,0.25,0.0,25.0,STATUTORY_CEILING_SMURFING,NONE,NONE
MPLADS-002681,74.62,93.4,0,1.0,2015000.0,0.0,0.9791,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-002682,18.7,32.02,0,0.0,0.0,0.0,0.8569,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002683,17.49,30.14,0,0.0,0.0,0.0,0.8805,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002684,62.25,84.12,0,0.0,0.0,0.0,1.56,0.2222,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002685,8.1,13.16,0,0.0,0.0,0.0,0.9781,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002686,18.98,32.46,0,0.0,0.0,0.0,0.9603,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002687,66.83,88.48,0,0.0,0.0,0.0,0.8506,0.25,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002688,59.65,82.54,0,1.0,1734000.0,0.0,0.916,0.2222,0.0,50.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002689,66.29,88.04,0,0.0,0.0,0.0,0.8783,0.2222,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002690,30.22,48.58,0,0.0,0.0,0.0,0.9199,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002691,23.82,38.9,0,0.0,0.0,0.0,0.8834,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002692,8.62,14.18,0,0.0,0.0,0.0,0.8513,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002693,8.95,14.8,0,0.0,0.0,0.0,0.8826,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002694,6.47,10.12,0,0.0,0.0,0.0,0.8585,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002695,25.2,40.6,0,0.0,0.0,0.0,0.9154,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002696,14.3,24.9,0,0.0,0.0,0.0,0.8971,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002697,25.69,41.16,0,0.0,0.0,0.0,0.8817,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002698,13.14,22.68,0,0.0,0.0,0.0,0.9445,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002699,10.55,17.76,0,0.0,0.0,0.0,0.8629,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002700,15.48,26.8,0,0.0,0.0,0.0,0.969,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002701,41.06,67.82,0,0.0,0.0,0.0,0.9598,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002702,39.41,65.4,0,0.0,0.0,0.0,0.8613,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002703,38.61,64.12,0,0.0,0.0,0.0,0.8942,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002704,2.35,3.36,0,0.0,0.0,0.0,0.8961,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002705,28.74,45.8,0,0.0,0.0,0.0,0.9439,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002706,3.37,4.92,0,0.0,0.0,0.0,0.8968,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002707,7.74,12.5,0,0.0,0.0,0.0,0.9112,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002708,27.4,43.52,0,0.0,0.0,0.0,0.8531,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002709,19.56,33.26,0,0.0,0.0,0.0,0.9387,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002710,6.44,10.06,0,0.0,0.0,0.0,0.9129,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002711,4.08,6.14,0,0.0,0.0,0.0,0.9794,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002712,57.77,81.44,0,0.0,0.0,0.0,0.8766,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002713,65.95,87.68,0,0.0,0.0,0.0,0.8687,0.2223,0.231,0.0,PAYMENT_TIMING_ANOMALY,NONE,NONE
MPLADS-002714,17.58,30.28,0,0.0,0.0,0.0,0.9042,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002715,85.08,98.84,1,0.0,0.0,0.0,0.563,0.25,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002716,5.54,8.46,0,0.0,0.0,0.0,0.863,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002717,31.05,50.18,0,0.0,0.0,0.0,0.9782,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002718,5.46,8.32,0,0.0,0.0,0.0,0.9326,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002719,74.96,93.54,0,0.0,0.0,0.0,1.4754,0.2222,0.0,25.0,STATUTORY_CEILING_SMURFING,NONE,NONE
MPLADS-002720,76.49,94.4,0,1.0,9644000.0,0.0,0.912,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-002721,33.32,54.5,0,0.0,0.0,0.0,0.9571,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002722,23.87,38.98,0,0.0,0.0,0.0,0.9464,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002723,36.24,59.9,0,0.0,0.0,0.0,0.9686,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002724,44.42,72.5,0,0.0,0.0,0.0,0.9457,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002725,65.14,86.86,0,1.0,1844000.0,0.0,0.907,0.2223,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-002726,7.43,11.92,0,0.0,0.0,0.0,0.9234,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002727,71.99,92.14,0,1.0,1040000.0,0.0,0.8889,0.2223,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-002728,1.24,1.56,0,0.0,0.0,0.0,0.9214,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002729,20.64,34.78,0,0.0,0.0,0.0,0.9337,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002730,31.11,50.32,0,0.0,0.0,0.0,0.916,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002731,25.04,40.38,0,0.0,0.0,0.0,0.8983,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002732,45.01,73.08,0,0.0,0.0,0.0,0.8608,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002733,5.77,8.88,0,0.0,0.0,0.0,0.9274,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002734,68.66,90.0,0,0.0,0.0,0.0,1.3829,0.25,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002735,36.44,60.28,0,0.0,0.0,0.0,0.8788,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002736,52.22,78.22,0,0.0,0.0,0.0,0.9205,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002737,32.04,52.18,0,0.0,0.0,0.0,0.8891,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002738,69.28,90.5,0,0.0,0.0,0.0,0.9796,0.2222,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002739,53.12,78.71,0,0.0,0.0,0.0,0.8758,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002740,76.47,94.38,0,0.0,0.0,0.0,0.9596,0.2222,0.231,0.0,PAYMENT_TIMING_ANOMALY,NONE,NONE
MPLADS-002741,32.91,53.8,0,0.0,0.0,0.0,0.9028,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002742,60.51,83.04,0,0.0,0.0,0.0,0.9709,0.2223,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002743,48.99,76.42,0,0.0,0.0,0.0,0.9724,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002744,12.53,21.5,0,0.0,0.0,0.0307,0.9039,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002745,76.18,94.14,0,1.0,8317000.0,0.0,0.901,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-002746,39.8,65.98,0,0.0,0.0,0.0,0.885,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002747,84.49,98.54,1,0.0,0.0,0.0,1.5839,0.2222,0.0,0.0,ELEVATED_PAYMENT_VOLATILITY,NONE,NONE
MPLADS-002748,13.15,22.7,0,0.0,0.0,0.0,0.8944,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002749,29.3,46.88,0,0.0,0.0,0.0,0.8721,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002750,10.44,17.54,0,0.0,0.0,0.0,0.8537,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002751,40.28,66.78,0,0.0,0.0,0.0,0.9614,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002752,11.06,18.7,0,0.0,0.0,0.0,0.8529,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002753,29.02,46.36,0,0.0,0.0,0.0,0.901,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002754,49.71,76.86,0,0.0,0.0,0.9873,0.9693,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002755,37.47,62.1,0,0.0,0.0,0.0,0.8727,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002756,20.01,33.92,0,0.0,0.0,0.0,0.9661,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002757,56.45,80.58,0,0.0,0.0,0.0,1.5247,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002758,9.02,14.9,0,0.0,0.0,0.0,0.8506,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002759,34.08,55.94,0,0.0,0.0,0.0006,0.8968,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002760,21.84,36.3,0,0.0,0.0,0.0,0.8671,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002761,24.6,39.84,0,0.0,0.0,0.1708,0.881,0.2222,0.0,25.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002762,26.53,42.28,0,0.0,0.0,0.0,0.9061,0.25,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002763,62.48,84.34,0,1.0,1339000.0,0.0,0.949,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-002764,26.11,41.68,0,0.0,0.0,0.0,0.8897,0.2223,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002765,63.97,85.66,0,1.0,1876000.0,0.0,0.9098,0.2222,0.0,50.0,UNVERIFIED_DISBURSEMENT_BURST,NONE,NONE
MPLADS-002766,2.9,4.2,0,0.0,0.0,0.0,0.8652,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002767,42.57,70.06,0,0.0,0.0,0.0,0.9768,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002768,48.37,76.08,0,0.0,0.0,0.0,1.283,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002769,7.77,12.56,0,0.0,0.0,0.0,0.868,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002770,32.85,53.68,0,0.0,0.0,0.0,0.8635,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
MPLADS-002771,9.38,15.56,0,0.0,0.0,0.0,0.9615,0.2222,0.0,0.0,NORMAL_DISBURSEMENT_SCHEDULE,NONE,NONE
