project_id,progress_observation_count,latest_physical_progress,latest_financial_progress,latest_planned_progress,latest_completion_percentage,latest_progress_mismatch,latest_progress_gap,financial_minus_physical_progress,actual_vs_planned_progress,physical_progress_slope,financial_progress_slope,planned_progress_slope,progress_gap_slope,progress_velocity_latest,progress_acceleration_latest,latest_delay_days,max_delay_days,extension_count,planned_duration_days,actual_duration_days,duration_overrun_days,duration_overrun_ratio,geotag_available_rate,geotag_consistency_rate,measurement_book_verified_rate
MPLADS-002506,1,88.7,86.4,90.2,88.7,2.3,-2.3,-2.3,-1.3,0.5311,0.0,0.0,0.0,0.5311,0.0154,0.0,0.0,0,150.0,167.0,17.0,1.1133,1.0,1.0,1.0
MPLADS-002507,1,87.6,96.1,90.7,87.6,8.5,8.5,8.5,-2.4,0.6126,0.0,0.0,0.0,0.6126,0.0114,8.5,8.5,0,150.0,143.0,0.0,0.9533,1.0,1.0,1.0
MPLADS-002508,1,96.1,87.3,89.0,96.1,8.8,-8.8,-8.8,6.1,0.5339,0.0,0.0,0.0,0.5339,0.0061,0.0,0.0,0,150.0,180.0,30.0,1.2,1.0,1.0,1.0
MPLADS-002509,1,80.0,90.4,97.6,80.0,10.4,10.4,10.4,-10.0,0.5714,0.0,0.0,0.0,0.5714,0.003,10.4,10.4,0,120.0,140.0,20.0,1.1667,1.0,1.0,1.0
MPLADS-002510,1,80.1,97.1,97.4,80.1,17.0,17.0,17.0,-9.9,0.3833,0.0,0.0,0.0,0.3833,0.0268,17.0,17.0,0,180.0,209.0,29.0,1.1611,1.0,1.0,1.0
MPLADS-002511,1,41.9,95.5,91.6,41.9,53.6,53.6,53.6,-48.1,0.0776,0.0,0.0,0.0,0.0776,0.0169,53.6,53.6,3,180.0,540.0,360.0,3.0,1.0,1.0,1.0
MPLADS-002512,1,95.7,97.6,94.5,95.7,1.9,1.9,1.9,5.7,0.2411,0.0,0.0,0.0,0.2411,0.0016,1.9,1.9,0,400.0,397.0,0.0,0.9925,1.0,1.0,1.0
MPLADS-002513,1,73.3,94.9,95.2,73.3,21.6,21.6,21.6,-16.7,0.4165,0.0,0.0,0.0,0.4165,0.0464,21.6,21.6,0,180.0,176.0,0.0,0.9778,1.0,1.0,1.0
MPLADS-002514,1,91.3,95.9,97.1,91.3,4.6,4.6,4.6,1.3,0.8533,0.0,0.0,0.0,0.8533,0.0111,4.6,4.6,0,120.0,107.0,0.0,0.8917,1.0,1.0,1.0
MPLADS-002515,1,88.7,89.1,94.7,88.7,0.4,0.4,0.4,-1.3,1.6736,0.0,0.0,0.0,1.6736,0.0311,0.4,0.4,0,60.0,53.0,0.0,0.8833,1.0,1.0,1.0
MPLADS-002516,1,82.7,144.0,93.6,82.7,61.3,61.3,61.3,-7.3,1.7596,0.0,0.0,0.0,1.7596,0.0365,61.3,61.3,0,60.0,47.0,0.0,0.7833,1.0,1.0,1.0
MPLADS-002517,1,86.6,85.9,84.7,86.6,0.7,-0.7,-0.7,-3.4,0.7802,0.0,0.0,0.0,0.7802,-0.0122,0.0,0.0,0,120.0,111.0,0.0,0.925,1.0,1.0,1.0
MPLADS-002518,1,85.9,90.9,89.5,85.9,5.0,5.0,5.0,-4.1,0.4909,0.0,0.0,0.0,0.4909,0.0023,5.0,5.0,0,180.0,175.0,0.0,0.9722,1.0,1.0,1.0
MPLADS-002519,1,90.5,95.7,85.8,90.5,5.2,5.2,5.2,0.5,0.5915,0.0,0.0,0.0,0.5915,0.0209,5.2,5.2,0,150.0,153.0,3.0,1.02,1.0,1.0,1.0
MPLADS-002520,1,94.2,94.0,81.1,94.2,0.2,-0.2,-0.2,4.2,0.5037,0.0,0.0,0.0,0.5037,0.0165,0.0,0.0,0,160.0,187.0,27.0,1.1687,1.0,1.0,1.0
MPLADS-002521,1,98.4,88.6,87.7,98.4,9.8,-9.8,-9.8,8.4,0.8,0.0,0.0,0.0,0.8,0.023,0.0,0.0,0,120.0,123.0,3.0,1.025,1.0,1.0,1.0
MPLADS-002522,1,83.6,97.7,97.6,83.6,14.1,14.1,14.1,-6.4,0.8196,0.0,0.0,0.0,0.8196,0.003,14.1,14.1,0,90.0,102.0,12.0,1.1333,1.0,1.0,1.0
MPLADS-002523,1,84.7,93.2,81.2,84.7,8.5,8.5,8.5,-5.3,0.605,0.0,0.0,0.0,0.605,0.0431,8.5,8.5,0,150.0,140.0,0.0,0.9333,1.0,1.0,1.0
MPLADS-002524,1,91.6,89.8,94.3,91.6,1.8,-1.8,-1.8,1.6,0.6231,0.0,0.0,0.0,0.6231,-0.0055,0.0,0.0,0,150.0,147.0,0.0,0.98,1.0,1.0,1.0
MPLADS-002525,1,23.6,56.3,87.5,23.6,32.7,32.7,32.7,-66.4,0.2565,0.0,0.0,0.0,0.2565,-0.0058,32.7,32.7,0,90.0,92.0,2.0,1.0222,1.0,1.0,1.0
MPLADS-002526,1,96.4,138.8,97.4,96.4,42.4,42.4,42.4,6.4,0.6694,0.0,0.0,0.0,0.6694,0.0342,42.4,42.4,0,120.0,144.0,24.0,1.2,1.0,1.0,1.0
MPLADS-002527,1,74.1,88.6,92.9,74.1,14.5,14.5,14.5,-15.9,0.8233,0.0,0.0,0.0,0.8233,-0.0028,14.5,14.5,0,90.0,90.0,0.0,1.0,1.0,1.0,1.0
MPLADS-002528,1,78.7,90.6,96.3,78.7,11.9,11.9,11.9,-11.3,0.4254,0.0,0.0,0.0,0.4254,0.0009,11.9,11.9,0,180.0,185.0,5.0,1.0278,0.0,0.0,0.0
MPLADS-002529,1,31.8,85.8,91.1,31.8,54.0,54.0,54.0,-58.2,0.1817,0.0,0.0,0.0,0.1817,0.0023,54.0,54.0,0,160.0,175.0,15.0,1.0938,1.0,1.0,0.0
MPLADS-002530,1,97.0,91.0,88.6,97.0,6.0,-6.0,-6.0,7.0,0.2304,0.0,0.0,0.0,0.2304,-0.0138,0.0,0.0,0,400.0,421.0,21.0,1.0525,1.0,1.0,1.0
MPLADS-002531,1,72.2,90.6,95.3,72.2,18.4,18.4,18.4,-17.8,0.4149,0.0,0.0,0.0,0.4149,0.0135,18.4,18.4,0,150.0,174.0,24.0,1.16,1.0,1.0,1.0
MPLADS-002532,1,99.5,89.0,95.6,99.5,10.5,-10.5,-10.5,9.5,0.8805,0.0,0.0,0.0,0.8805,0.0371,0.0,0.0,0,90.0,113.0,23.0,1.2556,1.0,1.0,1.0
MPLADS-002533,1,96.0,95.5,98.2,96.0,0.5,-0.5,-0.5,6.0,0.6076,0.0,0.0,0.0,0.6076,0.0207,0.0,0.0,0,150.0,158.0,8.0,1.0533,1.0,1.0,1.0
MPLADS-002534,1,81.1,94.5,82.8,81.1,13.4,13.4,13.4,-8.9,1.1423,0.0,0.0,0.0,1.1423,0.0133,13.4,13.4,0,60.0,71.0,11.0,1.1833,1.0,1.0,1.0
MPLADS-002535,1,84.5,94.7,95.8,84.5,10.2,10.2,10.2,-5.5,0.4913,0.0,0.0,0.0,0.4913,0.0372,10.2,10.2,0,150.0,172.0,22.0,1.1467,1.0,1.0,1.0
MPLADS-002536,1,89.0,92.8,84.7,89.0,3.8,3.8,3.8,-1.0,0.7417,0.0,0.0,0.0,0.7417,-0.0196,3.8,3.8,0,120.0,120.0,0.0,1.0,0.0,0.0,0.0
MPLADS-002537,1,81.6,91.0,92.8,81.6,9.4,9.4,9.4,-8.4,0.4636,0.0,0.0,0.0,0.4636,0.0223,9.4,9.4,0,180.0,176.0,0.0,0.9778,1.0,1.0,1.0
MPLADS-002538,1,74.7,88.3,90.3,74.7,13.6,13.6,13.6,-15.3,0.4394,0.0,0.0,0.0,0.4394,0.0284,13.6,13.6,0,160.0,170.0,10.0,1.0625,1.0,1.0,1.0
MPLADS-002539,1,93.6,93.0,94.1,93.6,0.6,-0.6,-0.6,3.6,0.6199,0.0,0.0,0.0,0.6199,0.0475,0.0,0.0,0,150.0,151.0,1.0,1.0067,1.0,1.0,1.0
MPLADS-002540,1,18.6,85.1,97.3,18.6,66.5,66.5,66.5,-71.4,0.1081,0.0,0.0,0.0,0.1081,0.0208,66.5,66.5,0,180.0,172.0,0.0,0.9556,1.0,1.0,0.0
MPLADS-002541,1,86.7,97.0,80.4,86.7,10.3,10.3,10.3,-3.3,0.2035,0.0,0.0,0.0,0.2035,-0.0111,10.3,10.3,0,400.0,426.0,26.0,1.065,1.0,1.0,1.0
MPLADS-002542,1,80.9,97.5,87.0,80.9,16.6,16.6,16.6,-9.1,0.8989,0.0,0.0,0.0,0.8989,-0.0044,16.6,16.6,0,90.0,90.0,0.0,1.0,1.0,1.0,1.0
MPLADS-002543,1,75.4,92.7,87.6,75.4,17.3,17.3,17.3,-14.6,0.4961,0.0,0.0,0.0,0.4961,-0.0109,17.3,17.3,0,120.0,152.0,32.0,1.2667,1.0,1.0,1.0
MPLADS-002544,1,75.0,90.0,86.7,75.0,15.0,15.0,15.0,-15.0,1.4151,0.0,0.0,0.0,1.4151,0.0385,15.0,15.0,0,60.0,53.0,0.0,0.8833,1.0,1.0,1.0
MPLADS-002545,1,84.0,97.9,93.8,84.0,13.9,13.9,13.9,-6.0,0.5526,0.0,0.0,0.0,0.5526,-0.0045,13.9,13.9,0,150.0,152.0,2.0,1.0133,1.0,1.0,1.0
MPLADS-002546,1,91.1,89.8,95.3,91.1,1.3,-1.3,-1.3,1.1,0.8062,0.0,0.0,0.0,0.8062,0.0184,0.0,0.0,0,120.0,113.0,0.0,0.9417,1.0,1.0,1.0
MPLADS-002547,1,75.0,95.2,87.8,75.0,20.2,20.2,20.2,-15.0,1.1029,0.0,0.0,0.0,1.1029,-0.0024,20.2,20.2,0,60.0,68.0,8.0,1.1333,1.0,1.0,1.0
MPLADS-002548,1,97.3,96.7,96.1,97.3,0.6,-0.6,-0.6,7.3,2.0271,0.0,0.0,0.0,2.0271,-0.0124,0.0,0.0,0,60.0,48.0,0.0,0.8,1.0,1.0,1.0
MPLADS-002549,1,34.9,95.9,83.0,34.9,61.0,61.0,61.0,-55.1,0.0845,0.0,0.0,0.0,0.0845,-0.0035,61.0,61.0,0,400.0,413.0,13.0,1.0325,1.0,1.0,0.0
MPLADS-002550,1,92.9,86.2,98.7,92.9,6.7,-6.7,-6.7,2.9,0.2294,0.0,0.0,0.0,0.2294,0.0409,0.0,0.0,0,400.0,405.0,5.0,1.0125,1.0,1.0,1.0
MPLADS-002551,1,93.9,97.4,86.1,93.9,3.5,3.5,3.5,3.9,0.3996,0.0,0.0,0.0,0.3996,0.0495,3.5,3.5,0,210.0,235.0,25.0,1.119,1.0,1.0,1.0
MPLADS-002552,1,82.8,89.6,84.0,82.8,6.8,6.8,6.8,-7.2,0.1986,0.0,0.0,0.0,0.1986,-0.0184,6.8,6.8,0,400.0,417.0,17.0,1.0425,1.0,1.0,1.0
MPLADS-002553,1,88.3,87.0,89.3,88.3,1.3,-1.3,-1.3,-1.7,0.4697,0.0,0.0,0.0,0.4697,-0.0161,0.0,0.0,0,160.0,188.0,28.0,1.175,1.0,1.0,1.0
MPLADS-002554,1,90.4,97.5,96.4,90.4,7.1,7.1,7.1,0.4,0.735,0.0,0.0,0.0,0.735,0.0495,7.1,7.1,0,90.0,123.0,33.0,1.3667,1.0,1.0,1.0
MPLADS-002555,1,75.7,97.6,90.5,75.7,21.9,21.9,21.9,-14.3,0.3488,0.0,0.0,0.0,0.3488,0.0375,21.9,21.9,0,210.0,217.0,7.0,1.0333,1.0,1.0,1.0
MPLADS-002556,1,93.6,87.3,81.1,93.6,6.3,-6.3,-6.3,3.6,1.2649,0.0,0.0,0.0,1.2649,0.0049,0.0,0.0,0,60.0,74.0,14.0,1.2333,1.0,1.0,1.0
MPLADS-002557,1,76.6,93.0,97.6,76.6,16.4,16.4,16.4,-13.4,0.4053,0.0,0.0,0.0,0.4053,0.0262,16.4,16.4,0,160.0,189.0,29.0,1.1812,1.0,1.0,1.0
MPLADS-002558,1,92.4,89.3,91.5,92.4,3.1,-3.1,-3.1,2.4,0.2169,0.0,0.0,0.0,0.2169,-0.0167,0.0,0.0,0,400.0,426.0,26.0,1.065,1.0,1.0,1.0
MPLADS-002559,1,82.9,97.3,96.9,82.9,14.4,14.4,14.4,-7.1,1.7638,0.0,0.0,0.0,1.7638,0.0106,14.4,14.4,0,60.0,47.0,0.0,0.7833,1.0,1.0,1.0
MPLADS-002560,1,91.6,87.4,97.7,91.6,4.2,-4.2,-4.2,1.6,0.7156,0.0,0.0,0.0,0.7156,0.0245,0.0,0.0,0,120.0,128.0,8.0,1.0667,1.0,1.0,1.0
MPLADS-002561,1,73.1,94.5,95.6,73.1,21.4,21.4,21.4,-16.9,0.6645,0.0,0.0,0.0,0.6645,-0.0135,21.4,21.4,0,90.0,110.0,20.0,1.2222,1.0,1.0,1.0
MPLADS-002562,1,76.4,141.4,92.2,76.4,65.0,65.0,65.0,-13.6,0.5922,0.0,0.0,0.0,0.5922,0.0071,65.0,65.0,0,120.0,129.0,9.0,1.075,1.0,1.0,1.0
MPLADS-002563,1,92.0,96.2,87.4,92.0,4.2,4.2,4.2,2.0,0.8142,0.0,0.0,0.0,0.8142,0.0136,4.2,4.2,0,90.0,113.0,23.0,1.2556,1.0,1.0,1.0
MPLADS-002564,1,95.4,92.0,89.1,95.4,3.4,-3.4,-3.4,5.4,0.53,0.0,0.0,0.0,0.53,0.0416,0.0,0.0,0,180.0,180.0,0.0,1.0,1.0,1.0,1.0
MPLADS-002565,1,83.1,94.5,88.7,83.1,11.4,11.4,11.4,-6.9,0.4197,0.0,0.0,0.0,0.4197,0.0425,11.4,11.4,0,210.0,198.0,0.0,0.9429,1.0,1.0,1.0
MPLADS-002566,1,77.8,93.8,80.9,77.8,16.0,16.0,16.0,-12.2,0.5257,0.0,0.0,0.0,0.5257,0.0317,16.0,16.0,0,150.0,148.0,0.0,0.9867,1.0,1.0,1.0
MPLADS-002567,1,85.7,92.8,91.3,85.7,7.1,7.1,7.1,-4.3,1.4525,0.0,0.0,0.0,1.4525,-0.0027,7.1,7.1,0,60.0,59.0,0.0,0.9833,1.0,1.0,1.0
MPLADS-002568,1,88.2,94.3,87.2,88.2,6.1,6.1,6.1,-1.8,0.2256,0.0,0.0,0.0,0.2256,0.0311,6.1,6.1,0,400.0,391.0,0.0,0.9775,1.0,1.0,1.0
MPLADS-002569,1,74.4,89.9,93.0,74.4,15.5,15.5,15.5,-15.6,0.1922,0.0,0.0,0.0,0.1922,0.0145,15.5,15.5,0,400.0,387.0,0.0,0.9675,1.0,1.0,1.0
MPLADS-002570,1,99.5,97.3,93.9,99.5,2.2,-2.2,-2.2,9.5,0.2369,0.0,0.0,0.0,0.2369,0.0185,0.0,0.0,0,400.0,420.0,20.0,1.05,1.0,1.0,1.0
MPLADS-002571,1,84.8,95.7,87.2,84.8,10.9,10.9,10.9,-5.2,0.619,0.0,0.0,0.0,0.619,-0.0186,10.9,10.9,0,150.0,137.0,0.0,0.9133,1.0,1.0,1.0
MPLADS-002572,1,96.5,93.2,92.2,96.5,3.3,-3.3,-3.3,6.5,0.5133,0.0,0.0,0.0,0.5133,0.0188,0.0,0.0,0,160.0,188.0,28.0,1.175,1.0,1.0,1.0
MPLADS-002573,1,85.9,93.2,88.6,85.9,7.3,7.3,7.3,-4.1,0.5506,0.0,0.0,0.0,0.5506,0.0206,7.3,7.3,0,150.0,156.0,6.0,1.04,1.0,1.0,1.0
MPLADS-002574,1,94.2,95.3,85.1,94.2,1.1,1.1,1.1,4.2,0.4932,0.0,0.0,0.0,0.4932,-0.0119,1.1,1.1,0,180.0,191.0,11.0,1.0611,1.0,1.0,1.0
MPLADS-002575,1,19.9,96.2,92.4,19.9,76.3,76.3,76.3,-70.1,0.0966,0.0,0.0,0.0,0.0966,0.0283,76.3,76.3,0,180.0,206.0,26.0,1.1444,1.0,1.0,0.0
MPLADS-002576,1,92.7,139.7,85.7,92.7,47.0,47.0,47.0,2.7,0.6483,0.0,0.0,0.0,0.6483,0.0178,47.0,47.0,0,150.0,143.0,0.0,0.9533,1.0,1.0,1.0
MPLADS-002577,1,98.1,86.1,80.4,98.1,12.0,-12.0,-12.0,8.1,0.5574,0.0,0.0,0.0,0.5574,0.0273,0.0,0.0,0,150.0,176.0,26.0,1.1733,1.0,1.0,1.0
MPLADS-002578,1,82.6,91.7,89.6,82.6,9.1,9.1,9.1,-7.4,1.8356,0.0,0.0,0.0,1.8356,0.0179,9.1,9.1,0,60.0,45.0,0.0,0.75,1.0,1.0,1.0
MPLADS-002579,1,85.0,90.1,80.2,85.0,5.1,5.1,5.1,-5.0,1.7,0.0,0.0,0.0,1.7,0.0085,5.1,5.1,0,60.0,50.0,0.0,0.8333,1.0,1.0,1.0
MPLADS-002580,1,73.3,97.2,80.8,73.3,23.9,23.9,23.9,-16.7,0.3818,0.0,0.0,0.0,0.3818,0.0047,23.9,23.9,0,160.0,192.0,32.0,1.2,1.0,1.0,1.0
MPLADS-002581,1,93.4,92.2,99.2,93.4,1.2,-1.2,-1.2,3.4,0.4601,0.0,0.0,0.0,0.4601,0.0109,0.0,0.0,0,210.0,203.0,0.0,0.9667,1.0,1.0,1.0
MPLADS-002582,1,88.2,85.3,93.3,88.2,2.9,-2.9,-2.9,-1.8,0.207,0.0,0.0,0.0,0.207,0.0233,0.0,0.0,0,400.0,426.0,26.0,1.065,1.0,1.0,1.0
MPLADS-002583,1,81.9,92.3,88.4,81.9,10.4,10.4,10.4,-8.1,0.91,0.0,0.0,0.0,0.91,-0.0067,10.4,10.4,0,60.0,90.0,30.0,1.5,1.0,1.0,1.0
MPLADS-002584,1,78.6,95.1,91.3,78.6,16.5,16.5,16.5,-11.4,0.3463,0.0,0.0,0.0,0.3463,-0.0162,16.5,16.5,0,210.0,227.0,17.0,1.081,1.0,1.0,1.0
MPLADS-002585,1,93.0,95.1,90.5,93.0,2.1,2.1,2.1,3.0,0.4697,0.0,0.0,0.0,0.4697,0.0323,2.1,2.1,0,180.0,198.0,18.0,1.1,1.0,1.0,1.0
MPLADS-002586,1,92.6,85.0,90.2,92.6,7.6,-7.6,-7.6,2.6,0.6662,0.0,0.0,0.0,0.6662,-0.0009,0.0,0.0,0,120.0,139.0,19.0,1.1583,1.0,1.0,1.0
MPLADS-002587,1,81.8,159.0,88.1,81.8,77.2,77.2,77.2,-8.2,0.5527,0.0,0.0,0.0,0.5527,-0.0163,77.2,77.2,0,150.0,148.0,0.0,0.9867,1.0,1.0,1.0
MPLADS-002588,1,88.9,91.3,85.4,88.9,2.4,2.4,2.4,-1.1,0.8308,0.0,0.0,0.0,0.8308,0.0172,2.4,2.4,0,90.0,107.0,17.0,1.1889,1.0,1.0,1.0
MPLADS-002589,1,0.0,100.0,90.0,0.0,100.0,100.0,100.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0354,100.0,100.0,0,210.0,219.0,9.0,1.0429,0.0,0.0,0.0
MPLADS-002590,1,74.8,88.5,86.6,74.8,13.7,13.7,13.7,-15.2,0.6081,0.0,0.0,0.0,0.6081,0.0209,13.7,13.7,0,90.0,123.0,33.0,1.3667,1.0,1.0,1.0
MPLADS-002591,1,99.5,85.6,84.4,99.5,13.9,-13.9,-13.9,9.5,0.8728,0.0,0.0,0.0,0.8728,0.0127,0.0,0.0,0,120.0,114.0,0.0,0.95,1.0,1.0,1.0
MPLADS-002592,1,93.7,85.9,81.1,93.7,7.8,-7.8,-7.8,3.7,1.4415,0.0,0.0,0.0,1.4415,-0.0046,0.0,0.0,0,60.0,65.0,5.0,1.0833,1.0,1.0,1.0
MPLADS-002593,1,87.6,130.3,90.8,87.6,42.7,42.7,42.7,-2.4,0.7008,0.0,0.0,0.0,0.7008,0.0175,42.7,42.7,0,120.0,125.0,5.0,1.0417,1.0,1.0,1.0
MPLADS-002594,1,74.3,96.2,99.7,74.3,21.9,21.9,21.9,-15.7,0.1761,0.0,0.0,0.0,0.1761,0.0231,21.9,21.9,0,400.0,422.0,22.0,1.055,1.0,1.0,1.0
MPLADS-002595,1,80.7,89.8,99.6,80.7,9.1,9.1,9.1,-9.3,0.832,0.0,0.0,0.0,0.832,0.0157,9.1,9.1,0,90.0,97.0,7.0,1.0778,1.0,1.0,1.0
MPLADS-002596,1,94.3,94.8,85.5,94.3,0.5,0.5,0.5,4.3,0.5358,0.0,0.0,0.0,0.5358,-0.0158,0.5,0.5,0,180.0,176.0,0.0,0.9778,1.0,1.0,1.0
MPLADS-002597,1,79.3,96.4,89.4,79.3,17.1,17.1,17.1,-10.7,0.5469,0.0,0.0,0.0,0.5469,0.0213,17.1,17.1,0,120.0,145.0,25.0,1.2083,1.0,1.0,1.0
MPLADS-002598,1,98.9,91.5,88.6,98.9,7.4,-7.4,-7.4,8.9,1.2061,0.0,0.0,0.0,1.2061,0.032,0.0,0.0,0,60.0,82.0,22.0,1.3667,1.0,1.0,1.0
MPLADS-002599,1,70.8,87.5,83.1,70.8,16.7,16.7,16.7,-19.2,0.708,0.0,0.0,0.0,0.708,-0.0164,16.7,16.7,0,90.0,100.0,10.0,1.1111,1.0,1.0,1.0
MPLADS-002600,1,75.3,96.5,88.9,75.3,21.2,21.2,21.2,-14.7,0.1832,0.0,0.0,0.0,0.1832,0.0043,21.2,21.2,0,400.0,411.0,11.0,1.0275,1.0,1.0,1.0
MPLADS-002601,1,66.1,89.9,83.6,66.1,23.8,23.8,23.8,-23.9,0.1469,0.0,0.0,0.0,0.1469,-0.0188,23.8,23.8,4,150.0,450.0,300.0,3.0,1.0,1.0,1.0
MPLADS-002602,1,99.4,89.8,95.8,99.4,9.6,-9.6,-9.6,9.4,0.5779,0.0,0.0,0.0,0.5779,0.0084,0.0,0.0,0,180.0,172.0,0.0,0.9556,1.0,1.0,1.0
MPLADS-002603,1,88.4,94.2,97.8,88.4,5.8,5.8,5.8,-1.6,0.381,0.0,0.0,0.0,0.381,0.043,5.8,5.8,0,210.0,232.0,22.0,1.1048,1.0,1.0,1.0
MPLADS-002604,1,83.7,90.9,94.8,83.7,7.2,7.2,7.2,-6.3,0.377,0.0,0.0,0.0,0.377,0.0039,7.2,7.2,0,210.0,222.0,12.0,1.0571,1.0,1.0,1.0
MPLADS-002605,1,32.8,97.0,80.4,32.8,64.2,64.2,64.2,-57.2,0.2216,0.0,0.0,0.0,0.2216,-0.0022,64.2,64.2,0,120.0,148.0,28.0,1.2333,1.0,1.0,0.0
MPLADS-002606,1,92.9,89.2,82.3,92.9,3.7,-3.7,-3.7,2.9,0.234,0.0,0.0,0.0,0.234,0.0451,0.0,0.0,0,400.0,397.0,0.0,0.9925,1.0,1.0,1.0
MPLADS-002607,1,99.9,96.1,86.0,99.9,3.8,-3.8,-3.8,9.9,0.6445,0.0,0.0,0.0,0.6445,0.0442,0.0,0.0,0,150.0,155.0,5.0,1.0333,1.0,1.0,1.0
MPLADS-002608,1,84.8,88.9,92.1,84.8,4.1,4.1,4.1,-5.2,0.4057,0.0,0.0,0.0,0.4057,0.0407,4.1,4.1,0,210.0,209.0,0.0,0.9952,1.0,1.0,1.0
MPLADS-002609,1,70.2,90.9,85.3,70.2,20.7,20.7,20.7,-19.8,0.8357,0.0,0.0,0.0,0.8357,0.0128,20.7,20.7,0,90.0,84.0,0.0,0.9333,1.0,1.0,1.0
MPLADS-002610,1,75.1,152.7,90.6,75.1,77.6,77.6,77.6,-14.9,0.1747,0.0,0.0,0.0,0.1747,-0.0079,77.6,77.6,0,400.0,430.0,30.0,1.075,1.0,1.0,1.0
MPLADS-002611,1,70.1,96.1,98.1,70.1,26.0,26.0,26.0,-19.9,0.8654,0.0,0.0,0.0,0.8654,-0.0057,26.0,26.0,0,60.0,81.0,21.0,1.35,1.0,1.0,1.0
MPLADS-002612,1,50.2,85.5,82.7,50.2,35.3,35.3,35.3,-39.8,0.0598,0.0,0.0,0.0,0.0598,-0.0038,35.3,35.3,4,210.0,840.0,630.0,4.0,1.0,1.0,1.0
MPLADS-002613,1,70.5,91.0,93.9,70.5,20.5,20.5,20.5,-19.5,0.5732,0.0,0.0,0.0,0.5732,0.0334,20.5,20.5,0,120.0,123.0,3.0,1.025,1.0,1.0,1.0
MPLADS-002614,1,82.8,96.7,97.9,82.8,13.9,13.9,13.9,-7.2,0.4899,0.0,0.0,0.0,0.4899,0.037,13.9,13.9,0,150.0,169.0,19.0,1.1267,1.0,1.0,1.0
MPLADS-002615,1,99.3,91.2,95.3,99.3,8.1,-8.1,-8.1,9.3,0.5119,0.0,0.0,0.0,0.5119,0.0206,0.0,0.0,0,180.0,194.0,14.0,1.0778,1.0,1.0,1.0
MPLADS-002616,1,53.0,95.8,96.4,53.0,42.8,42.8,42.8,-37.0,0.0736,0.0,0.0,0.0,0.0736,-0.0033,42.8,42.8,2,180.0,720.0,540.0,4.0,1.0,1.0,1.0
MPLADS-002617,1,93.3,91.8,81.7,93.3,1.5,-1.5,-1.5,3.3,0.5331,0.0,0.0,0.0,0.5331,0.0216,0.0,0.0,0,150.0,175.0,25.0,1.1667,1.0,1.0,1.0
MPLADS-002618,1,93.0,88.4,80.0,93.0,4.6,-4.6,-4.6,3.0,1.3286,0.0,0.0,0.0,1.3286,-0.0093,0.0,0.0,0,60.0,70.0,10.0,1.1667,1.0,1.0,1.0
MPLADS-002619,1,79.0,93.8,88.9,79.0,14.8,14.8,14.8,-11.0,0.7822,0.0,0.0,0.0,0.7822,0.0051,14.8,14.8,0,90.0,101.0,11.0,1.1222,1.0,1.0,1.0
MPLADS-002620,1,94.3,93.3,81.8,94.3,1.0,-1.0,-1.0,4.3,1.1937,0.0,0.0,0.0,1.1937,-0.0129,0.0,0.0,0,90.0,79.0,0.0,0.8778,1.0,1.0,1.0
MPLADS-002621,1,99.2,96.8,84.7,99.2,2.4,-2.4,-2.4,9.2,0.2557,0.0,0.0,0.0,0.2557,0.0462,0.0,0.0,0,400.0,388.0,0.0,0.97,1.0,1.0,1.0
MPLADS-002622,1,89.8,91.5,89.4,89.8,1.7,1.7,1.7,-0.2,0.5613,0.0,0.0,0.0,0.5613,0.0141,1.7,1.7,0,150.0,160.0,10.0,1.0667,1.0,1.0,1.0
MPLADS-002623,1,95.2,86.5,99.5,95.2,8.7,-8.7,-8.7,5.2,0.2345,0.0,0.0,0.0,0.2345,0.021,0.0,0.0,0,400.0,406.0,6.0,1.015,1.0,1.0,1.0
MPLADS-002624,1,87.8,87.1,80.4,87.8,0.7,-0.7,-0.7,-2.2,0.3643,0.0,0.0,0.0,0.3643,0.0105,0.0,0.0,0,210.0,241.0,31.0,1.1476,1.0,1.0,1.0
MPLADS-002625,1,81.8,85.4,98.2,81.8,3.6,3.6,3.6,-8.2,0.1976,0.0,0.0,0.0,0.1976,0.0444,3.6,3.6,0,400.0,414.0,14.0,1.035,1.0,1.0,1.0
MPLADS-002626,1,96.9,85.4,87.9,96.9,11.5,-11.5,-11.5,6.9,1.1675,0.0,0.0,0.0,1.1675,-0.0105,0.0,0.0,0,90.0,83.0,0.0,0.9222,1.0,1.0,1.0
MPLADS-002627,1,97.1,91.6,94.1,97.1,5.5,-5.5,-5.5,7.1,0.4185,0.0,0.0,0.0,0.4185,-0.0086,0.0,0.0,0,210.0,232.0,22.0,1.1048,1.0,1.0,1.0
MPLADS-002628,1,95.1,86.6,91.5,95.1,8.5,-8.5,-8.5,5.1,0.5729,0.0,0.0,0.0,0.5729,-0.0049,0.0,0.0,0,150.0,166.0,16.0,1.1067,1.0,1.0,1.0
MPLADS-002629,1,95.0,91.2,92.8,95.0,3.8,-3.8,-3.8,5.0,0.709,0.0,0.0,0.0,0.709,-0.0039,0.0,0.0,0,120.0,134.0,14.0,1.1167,1.0,1.0,1.0
MPLADS-002630,1,88.7,85.6,81.2,88.7,3.1,-3.1,-3.1,-1.3,0.5311,0.0,0.0,0.0,0.5311,-0.0003,0.0,0.0,0,150.0,167.0,17.0,1.1133,1.0,1.0,1.0
