project_id,payment_count,total_paid,average_payment,median_payment,min_payment,max_payment,payment_amount_std,first_payment_date,last_payment_date,payment_span_days,average_days_between_payments,median_days_between_payments,payment_interval_std,payment_velocity_mean,payment_velocity_max,payment_frequency_mean,payment_concentration_max,duplicate_payment_count,duplicate_payment_rate,payment_timing_anomaly_count,payment_timing_anomaly_rate,unverified_payment_count,unverified_payment_rate,round_number_payment_count,round_number_payment_rate,final_installment_count,final_installment_amount,final_installment_share
MPLADS-002735,3,1211000.0,403666.67,403700.0,403600.0,403700.0,57.74,2023-06-01,2023-08-19,79,39.5,39.5,0.71,10091.67,10092.5,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,403600.0,0.3333
MPLADS-002736,3,39943000.0,13314333.33,13314300.0,13314300.0,13314400.0,57.74,2023-04-23,2024-01-17,269,134.5,134.5,0.71,99857.5,99858.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,13314400.0,0.3333
MPLADS-002737,2,545000.0,272500.0,272500.0,272500.0,272500.0,0.0,2023-03-26,2023-05-02,37,37.0,37.0,0.0,9083.33,9083.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,272500.0,0.5
MPLADS-002738,3,2308000.0,769333.33,769300.0,769300.0,769400.0,57.74,2023-12-03,2024-01-26,54,27.0,27.0,0.0,38466.67,38470.0,20.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,769400.0,0.3334
MPLADS-002739,3,62901000.0,20967000.0,20967000.0,20967000.0,20967000.0,0.0,2023-10-02,2024-06-18,260,130.0,130.0,0.0,157252.5,157252.5,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,20967000.0,0.3333
MPLADS-002740,3,14047000.0,4682333.33,4682300.0,4682300.0,4682400.0,57.74,2022-10-29,2023-08-05,280,140.0,140.0,0.0,35117.5,35118.0,133.3,0.3333,0,0.0,1,0.3333,0,0.0,0,0.0,1,4682400.0,0.3333
MPLADS-002741,2,585000.0,292500.0,292500.0,292500.0,292500.0,0.0,2023-12-14,2024-01-16,33,33.0,33.0,0.0,9750.0,9750.0,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,292500.0,0.5
MPLADS-002742,3,1100000.0,366666.67,366700.0,366600.0,366700.0,57.74,2022-09-06,2022-10-27,51,25.5,25.5,0.71,12222.22,12223.33,30.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,366600.0,0.3333
MPLADS-002743,3,6665000.0,2221666.67,2221700.0,2221600.0,2221700.0,57.74,2023-04-25,2023-08-04,101,50.5,50.5,0.71,55541.67,55542.5,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,2221600.0,0.3333
MPLADS-002744,3,2200000.0,733333.33,733300.0,733300.0,733400.0,57.74,2023-01-18,2023-06-01,134,67.0,67.0,0.0,12222.22,12223.33,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,733400.0,0.3334
MPLADS-002745,3,8317000.0,2772333.33,2772300.0,2772300.0,2772400.0,57.74,2023-01-13,2023-10-10,270,135.0,135.0,0.0,20792.5,20793.0,133.3,0.3333,0,0.0,0,0.0,3,1.0,0,0.0,1,2772400.0,0.3333
MPLADS-002746,2,947000.0,473500.0,473500.0,473500.0,473500.0,0.0,2022-09-09,2022-11-10,62,62.0,62.0,0.0,10522.22,10522.22,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,473500.0,0.5
MPLADS-002747,3,1104000.0,368000.0,368000.0,368000.0,368000.0,0.0,2023-05-31,2023-07-08,38,19.0,19.0,0.0,18400.0,18400.0,20.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,368000.0,0.3333
MPLADS-002748,3,2076000.0,692000.0,692000.0,692000.0,692000.0,0.0,2022-09-13,2022-11-22,70,35.0,35.0,0.0,17300.0,17300.0,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,692000.0,0.3333
MPLADS-002749,3,8985000.0,2995000.0,2995000.0,2995000.0,2995000.0,0.0,2023-09-01,2023-12-30,120,60.0,60.0,0.0,49916.67,49916.67,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,2995000.0,0.3333
MPLADS-002750,3,2708000.0,902666.67,902700.0,902600.0,902700.0,57.74,2022-07-26,2022-12-31,158,79.0,79.0,0.0,12895.24,12895.71,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,902600.0,0.3333
MPLADS-002751,2,423000.0,211500.0,211500.0,211500.0,211500.0,0.0,2023-08-14,2023-09-12,29,29.0,29.0,0.0,7050.0,7050.0,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,211500.0,0.5
MPLADS-002752,3,1960000.0,653333.33,653300.0,653300.0,653400.0,57.74,2022-12-23,2023-04-26,124,62.0,62.0,0.0,12250.0,12251.25,53.3,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,653400.0,0.3334
MPLADS-002753,2,610000.0,305000.0,305000.0,305000.0,305000.0,0.0,2022-04-30,2022-06-12,43,43.0,43.0,0.0,6777.78,6777.78,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,305000.0,0.5
MPLADS-002754,3,1450000.0,483333.33,483300.0,483300.0,483400.0,57.74,2023-01-06,2023-04-14,98,49.0,49.0,0.0,12083.33,12085.0,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,483400.0,0.3334
MPLADS-002755,2,425000.0,212500.0,212500.0,212500.0,212500.0,0.0,2022-08-16,2022-09-16,31,31.0,31.0,0.0,7083.33,7083.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,212500.0,0.5
MPLADS-002756,3,4134000.0,1378000.0,1378000.0,1378000.0,1378000.0,0.0,2022-11-05,2023-03-28,143,71.5,71.5,0.71,19685.71,19685.71,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1378000.0,0.3333
MPLADS-002757,3,4821000.0,1607000.0,1607000.0,1607000.0,1607000.0,0.0,2024-01-23,2024-06-05,134,67.0,67.0,0.0,22957.14,22957.14,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1607000.0,0.3333
MPLADS-002758,3,2597000.0,865666.67,865700.0,865600.0,865700.0,57.74,2022-07-15,2022-11-28,136,68.0,68.0,0.0,12366.66,12367.14,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,865600.0,0.3333
MPLADS-002759,3,14710000.0,4903333.33,4903300.0,4903300.0,4903400.0,57.74,2022-10-28,2023-08-06,282,141.0,141.0,0.0,36775.0,36775.5,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,4903400.0,0.3333
MPLADS-002760,3,1618000.0,539333.33,539300.0,539300.0,539400.0,57.74,2024-01-23,2024-05-13,111,55.5,55.5,0.71,10786.67,10788.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,539400.0,0.3334
MPLADS-002761,3,2161000.0,720333.33,720300.0,720300.0,720400.0,57.74,2023-08-24,2023-11-04,72,36.0,36.0,0.0,18008.33,18010.0,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,720400.0,0.3334
MPLADS-002762,2,849000.0,424500.0,424500.0,424500.0,424500.0,0.0,2022-05-27,2022-07-09,43,43.0,43.0,0.0,9433.33,9433.33,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,424500.0,0.5
MPLADS-002763,3,1339000.0,446333.33,446300.0,446300.0,446400.0,57.74,2022-08-08,2022-11-26,110,55.0,55.0,0.0,8926.67,8928.0,50.0,0.3334,0,0.0,0,0.0,3,1.0,0,0.0,1,446400.0,0.3334
MPLADS-002764,3,1670000.0,556666.67,556700.0,556600.0,556700.0,57.74,2023-12-18,2024-03-16,89,44.5,44.5,0.71,13916.67,13917.5,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,556600.0,0.3333
MPLADS-002765,3,1876000.0,625333.33,625300.0,625300.0,625400.0,57.74,2023-12-05,2024-03-10,96,48.0,48.0,0.0,15633.33,15635.0,40.0,0.3334,0,0.0,0,0.0,3,1.0,0,0.0,1,625400.0,0.3334
MPLADS-002766,3,2528000.0,842666.67,842700.0,842600.0,842700.0,57.74,2022-12-30,2023-05-03,124,62.0,62.0,0.0,15800.0,15800.62,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,842600.0,0.3333
MPLADS-002767,3,8292000.0,2764000.0,2764000.0,2764000.0,2764000.0,0.0,2023-06-18,2024-03-14,270,135.0,135.0,0.0,20730.0,20730.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,2764000.0,0.3333
MPLADS-002768,3,2838000.0,946000.0,946000.0,946000.0,946000.0,0.0,2022-06-06,2022-08-27,82,41.0,41.0,0.0,23650.0,23650.0,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,946000.0,0.3333
MPLADS-002769,3,3471000.0,1157000.0,1157000.0,1157000.0,1157000.0,0.0,2023-06-23,2023-11-24,154,77.0,77.0,0.0,16528.57,16528.57,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1157000.0,0.3333
MPLADS-002770,3,10801000.0,3600333.33,3600300.0,3600300.0,3600400.0,57.74,2023-08-30,2024-06-05,280,140.0,140.0,0.0,27002.5,27003.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3600400.0,0.3333
MPLADS-002771,3,2596000.0,865333.33,865300.0,865300.0,865400.0,57.74,2023-04-01,2023-07-26,116,58.0,58.0,0.0,14422.22,14423.33,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,865400.0,0.3334
MPLADS-002772,3,1700000.0,566666.67,566700.0,566600.0,566700.0,57.74,2023-08-06,2023-10-24,79,39.5,39.5,0.71,14166.67,14167.5,40.0,0.3334,0,0.0,0,0.0,3,1.0,0,0.0,1,566600.0,0.3333
MPLADS-002773,3,61482000.0,20494000.0,20494000.0,20494000.0,20494000.0,0.0,2022-12-19,2023-09-22,277,138.5,138.5,0.71,153705.0,153705.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,20494000.0,0.3333
MPLADS-002774,2,895000.0,447500.0,447500.0,447500.0,447500.0,0.0,2023-05-27,2023-07-15,49,49.0,49.0,0.0,9944.44,9944.44,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,447500.0,0.5
MPLADS-002775,3,1975000.0,658333.33,658300.0,658300.0,658400.0,57.74,2023-10-22,2024-02-10,111,55.5,55.5,0.71,13166.67,13168.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,658400.0,0.3334
MPLADS-002776,3,3710000.0,1236666.67,1236700.0,1236600.0,1236700.0,57.74,2023-03-10,2023-08-01,144,72.0,72.0,0.0,17666.66,17667.14,70.0,0.3333,0,0.0,1,0.3333,0,0.0,0,0.0,1,1236600.0,0.3333
MPLADS-002777,2,749000.0,374500.0,374500.0,374500.0,374500.0,0.0,2022-06-09,2022-07-18,39,39.0,39.0,0.0,8322.22,8322.22,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,374500.0,0.5
MPLADS-002778,3,2601000.0,867000.0,867000.0,867000.0,867000.0,0.0,2023-04-17,2023-08-05,110,55.0,55.0,0.0,16256.25,16256.25,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,867000.0,0.3333
MPLADS-002779,2,718000.0,359000.0,359000.0,359000.0,359000.0,0.0,2023-11-26,2024-01-21,56,56.0,56.0,0.0,7977.78,7977.78,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,359000.0,0.5
MPLADS-002780,3,1726000.0,575333.33,575300.0,575300.0,575400.0,57.74,2023-02-08,2023-06-07,119,59.5,59.5,0.71,11506.67,11508.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,575400.0,0.3334
MPLADS-002781,2,972000.0,486000.0,486000.0,486000.0,486000.0,0.0,2023-07-30,2023-09-19,51,51.0,51.0,0.0,10800.0,10800.0,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,486000.0,0.5
MPLADS-002782,3,2683000.0,894333.33,894300.0,894300.0,894400.0,57.74,2022-09-01,2023-01-13,134,67.0,67.0,0.0,12776.19,12777.14,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,894400.0,0.3334
MPLADS-002783,3,9852000.0,3284000.0,3284000.0,3284000.0,3284000.0,0.0,2022-08-07,2023-05-04,270,135.0,135.0,0.0,24630.0,24630.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3284000.0,0.3333
MPLADS-002784,3,7924000.0,2641333.33,2641300.0,2641300.0,2641400.0,57.74,2023-01-17,2023-10-03,259,129.5,129.5,0.71,19810.0,19810.5,133.3,0.3333,0,0.0,0,0.0,3,1.0,0,0.0,1,2641400.0,0.3333
MPLADS-002785,3,11395000.0,3798333.33,3798300.0,3798300.0,3798400.0,57.74,2024-01-07,2024-10-13,280,140.0,140.0,0.0,28487.5,28488.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3798400.0,0.3333
MPLADS-002786,3,1174000.0,391333.33,391300.0,391300.0,391400.0,57.74,2023-04-06,2023-07-11,96,48.0,48.0,0.0,7826.67,7828.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,391400.0,0.3334
MPLADS-002787,3,3835000.0,1278333.33,1278300.0,1278300.0,1278400.0,57.74,2022-11-05,2022-12-31,56,28.0,28.0,0.0,42611.11,42613.33,30.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,1278400.0,0.3334
MPLADS-002788,3,3780000.0,1260000.0,1260000.0,1260000.0,1260000.0,0.0,2024-01-31,2024-06-15,136,68.0,68.0,0.0,18000.0,18000.0,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1260000.0,0.3333
MPLADS-002789,3,16008000.0,5336000.0,5336000.0,5336000.0,5336000.0,0.0,2022-09-30,2023-07-02,275,137.5,137.5,0.71,40020.0,40020.0,133.3,0.3333,0,0.0,0,0.0,3,1.0,0,0.0,1,5336000.0,0.3333
MPLADS-002790,3,1710000.0,570000.0,570000.0,570000.0,570000.0,0.0,2022-08-24,2022-12-23,121,60.5,60.5,0.71,11400.0,11400.0,50.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,570000.0,0.3333
MPLADS-002791,3,2900000.0,966666.67,966700.0,966600.0,966700.0,57.74,2023-06-02,2023-11-01,152,76.0,76.0,0.0,13809.52,13810.0,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,966600.0,0.3333
MPLADS-002792,3,1834000.0,611333.33,611300.0,611300.0,611400.0,57.74,2022-06-27,2022-09-15,80,40.0,40.0,0.0,15283.33,15285.0,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,611400.0,0.3334
MPLADS-002793,3,16717000.0,5572333.33,5572300.0,5572300.0,5572400.0,57.74,2023-07-06,2024-04-01,270,135.0,135.0,0.0,41792.5,41793.0,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,5572400.0,0.3333
MPLADS-002794,2,461000.0,230500.0,230500.0,230500.0,230500.0,0.0,2022-08-04,2022-08-28,24,24.0,24.0,0.0,7683.33,7683.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,230500.0,0.5
MPLADS-002795,3,7446000.0,2482000.0,2482000.0,2482000.0,2482000.0,0.0,2024-03-02,2024-06-30,120,60.0,60.0,0.0,46537.5,46537.5,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,2482000.0,0.3333
MPLADS-002796,3,1855000.0,618333.33,618300.0,618300.0,618400.0,57.74,2022-12-17,2023-04-12,116,58.0,58.0,0.0,10305.56,10306.67,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,618400.0,0.3334
MPLADS-002797,3,3160000.0,1053333.33,1053300.0,1053300.0,1053400.0,57.74,2022-05-08,2022-09-20,135,67.5,67.5,0.71,17555.56,17556.67,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,1053400.0,0.3334
MPLADS-002798,2,554000.0,277000.0,277000.0,277000.0,277000.0,0.0,2023-02-16,2023-04-02,45,45.0,45.0,0.0,9233.33,9233.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,277000.0,0.5
MPLADS-002799,3,5004000.0,1668000.0,1668000.0,1668000.0,1668000.0,0.0,2022-06-04,2022-09-08,96,48.0,48.0,0.0,33360.0,33360.0,50.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1668000.0,0.3333
MPLADS-002800,3,1543000.0,514333.33,514300.0,514300.0,514400.0,57.74,2023-06-02,2024-09-24,480,240.0,240.0,0.0,8572.22,8573.33,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,514400.0,0.3334
MPLADS-002801,3,3113000.0,1037666.67,1037700.0,1037600.0,1037700.0,57.74,2022-12-06,2023-03-27,111,55.5,55.5,0.71,17294.44,17295.0,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1037600.0,0.3333
MPLADS-002802,3,2560000.0,853333.33,853300.0,853300.0,853400.0,57.74,2022-09-22,2023-02-11,142,71.0,71.0,0.0,14222.22,14223.33,60.0,0.3334,0,0.0,0,0.0,3,1.0,0,0.0,1,853400.0,0.3334
MPLADS-002803,3,2810000.0,936666.67,936700.0,936600.0,936700.0,57.74,2023-08-16,2023-10-09,54,27.0,27.0,0.0,31222.22,31223.33,30.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,936600.0,0.3333
MPLADS-002804,2,613000.0,306500.0,306500.0,306500.0,306500.0,0.0,2023-03-26,2023-05-06,41,41.0,41.0,0.0,6811.11,6811.11,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,306500.0,0.5
MPLADS-002805,2,671000.0,335500.0,335500.0,335500.0,335500.0,0.0,2023-10-14,2023-12-10,57,57.0,57.0,0.0,7455.56,7455.56,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,335500.0,0.5
MPLADS-002806,3,1354000.0,451333.33,451300.0,451300.0,451400.0,57.74,2024-01-14,2024-04-23,100,50.0,50.0,0.0,9026.67,9028.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,451400.0,0.3334
MPLADS-002807,3,11829000.0,3943000.0,3943000.0,3943000.0,3943000.0,0.0,2022-09-19,2023-06-28,282,141.0,141.0,0.0,29572.5,29572.5,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,3943000.0,0.3333
MPLADS-002808,3,36783000.0,12261000.0,12261000.0,12261000.0,12261000.0,0.0,2023-07-30,2024-04-13,258,129.0,129.0,0.0,91957.5,91957.5,133.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,12261000.0,0.3333
MPLADS-002809,3,7507000.0,2502333.33,2502300.0,2502300.0,2502400.0,57.74,2023-10-08,2024-01-29,113,56.5,56.5,0.71,46918.75,46920.0,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,2502400.0,0.3333
MPLADS-002810,3,2521000.0,840333.33,840300.0,840300.0,840400.0,57.74,2022-10-28,2023-03-09,132,66.0,66.0,0.0,12004.76,12005.71,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,840400.0,0.3334
MPLADS-002811,3,3288000.0,1096000.0,1096000.0,1096000.0,1096000.0,0.0,2023-04-07,2023-08-19,134,67.0,67.0,0.0,15657.14,15657.14,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1096000.0,0.3333
MPLADS-002812,3,2095000.0,698333.33,698300.0,698300.0,698400.0,57.74,2024-08-04,2025-10-05,427,213.5,213.5,0.71,13093.75,13095.0,53.3,0.3334,0,0.0,1,0.3333,0,0.0,0,0.0,1,698400.0,0.3334
MPLADS-002813,3,1901000.0,633666.67,633700.0,633600.0,633700.0,57.74,2023-01-31,2023-04-19,78,39.0,39.0,0.0,15841.67,15842.5,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,633600.0,0.3333
MPLADS-002814,3,1793000.0,597666.67,597700.0,597600.0,597700.0,57.74,2024-02-05,2024-05-27,112,56.0,56.0,0.0,9961.11,9961.67,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,597600.0,0.3333
MPLADS-002815,2,506000.0,253000.0,253000.0,253000.0,253000.0,0.0,2023-05-08,2023-06-17,40,40.0,40.0,0.0,8433.33,8433.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,253000.0,0.5
MPLADS-002816,3,3626000.0,1208666.67,1208700.0,1208600.0,1208700.0,57.74,2024-04-09,2024-09-18,162,81.0,81.0,0.0,17266.66,17267.14,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1208600.0,0.3333
MPLADS-002817,3,1846000.0,615333.33,615300.0,615300.0,615400.0,57.74,2023-12-07,2024-03-14,98,49.0,49.0,0.0,12306.67,12308.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,615400.0,0.3334
MPLADS-002818,2,362000.0,181000.0,181000.0,181000.0,181000.0,0.0,2023-12-24,2024-02-01,39,39.0,39.0,0.0,6033.33,6033.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,181000.0,0.5
MPLADS-002819,3,1091000.0,363666.67,363700.0,363600.0,363700.0,57.74,2023-10-24,2024-01-24,92,46.0,46.0,0.0,7273.33,7274.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,363600.0,0.3333
MPLADS-002820,2,429000.0,214500.0,214500.0,214500.0,214500.0,0.0,2022-05-25,2022-06-17,23,23.0,23.0,0.0,7150.0,7150.0,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,214500.0,0.5
MPLADS-002821,2,636000.0,318000.0,318000.0,318000.0,318000.0,0.0,2024-05-03,2024-10-30,180,180.0,180.0,0.0,7066.67,7066.67,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,318000.0,0.5
MPLADS-002822,3,1262000.0,420666.67,420700.0,420600.0,420700.0,57.74,2022-07-30,2022-11-05,98,49.0,49.0,0.0,10516.67,10517.5,40.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,420600.0,0.3333
MPLADS-002823,3,2198000.0,732666.67,732700.0,732600.0,732700.0,57.74,2024-03-18,2024-08-05,140,70.0,70.0,0.0,12211.11,12211.67,60.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,732600.0,0.3333
MPLADS-002824,3,1001000.0,333666.67,333700.0,333600.0,333700.0,57.74,2023-06-06,2023-08-08,63,31.5,31.5,0.71,11122.22,11123.33,30.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,333600.0,0.3333
MPLADS-002825,3,1097000.0,365666.67,365700.0,365600.0,365700.0,57.74,2023-12-05,2024-03-08,94,47.0,47.0,0.0,7313.33,7314.0,50.0,0.3334,0,0.0,1,0.3333,0,0.0,0,0.0,1,365600.0,0.3333
MPLADS-002826,3,2063000.0,687666.67,687700.0,687600.0,687700.0,57.74,2023-09-21,2024-01-18,119,59.5,59.5,0.71,12893.75,12894.38,53.3,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,687600.0,0.3333
MPLADS-002827,3,3087000.0,1029000.0,1029000.0,1029000.0,1029000.0,0.0,2022-06-10,2022-10-22,134,67.0,67.0,0.0,14700.0,14700.0,70.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1029000.0,0.3333
MPLADS-002828,2,504000.0,252000.0,252000.0,252000.0,252000.0,0.0,2023-07-18,2023-08-21,34,34.0,34.0,0.0,8400.0,8400.0,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,252000.0,0.5
MPLADS-002829,2,990000.0,495000.0,495000.0,495000.0,495000.0,0.0,2023-05-10,2023-07-18,69,69.0,69.0,0.0,6600.0,6600.0,75.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,495000.0,0.5
MPLADS-002830,3,3735000.0,1245000.0,1245000.0,1245000.0,1245000.0,0.0,2022-04-28,2022-07-01,64,32.0,32.0,0.0,41500.0,41500.0,30.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,1245000.0,0.3333
MPLADS-002831,3,12787000.0,4262333.33,4262300.0,4262300.0,4262400.0,57.74,2023-08-12,2024-05-02,264,132.0,132.0,0.0,31967.5,31968.0,133.3,0.3333,0,0.0,0,0.0,3,1.0,0,0.0,1,4262400.0,0.3333
MPLADS-002832,3,2155000.0,718333.33,718300.0,718300.0,718400.0,57.74,2022-06-09,2022-10-17,130,65.0,65.0,0.0,10261.91,10262.86,70.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,718400.0,0.3334
MPLADS-002833,3,1707000.0,569000.0,569000.0,569000.0,569000.0,0.0,2022-08-29,2022-09-30,32,16.0,16.0,0.0,28450.0,28450.0,20.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,569000.0,0.3333
MPLADS-002834,3,6972000.0,2324000.0,2324000.0,2324000.0,2324000.0,0.0,2022-07-12,2022-10-06,86,43.0,43.0,0.0,58100.0,58100.0,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,2324000.0,0.3333
MPLADS-002835,3,1028000.0,342666.67,342700.0,342600.0,342700.0,57.74,2022-07-22,2022-09-24,64,32.0,32.0,0.0,11422.22,11423.33,30.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,342600.0,0.3333
MPLADS-002836,2,550000.0,275000.0,275000.0,275000.0,275000.0,0.0,2024-01-12,2024-02-12,31,31.0,31.0,0.0,9166.67,9166.67,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,275000.0,0.5
MPLADS-002837,3,1436000.0,478666.67,478700.0,478600.0,478700.0,57.74,2023-03-05,2023-06-27,114,57.0,57.0,0.0,9573.33,9574.0,50.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,478600.0,0.3333
MPLADS-002838,3,2230000.0,743333.33,743300.0,743300.0,743400.0,57.74,2023-07-19,2023-11-13,117,58.5,58.5,0.71,12388.89,12390.0,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,743400.0,0.3334
MPLADS-002839,2,644000.0,322000.0,322000.0,322000.0,322000.0,0.0,2023-02-24,2023-03-30,34,34.0,34.0,0.0,10733.33,10733.33,30.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,322000.0,0.5
MPLADS-002840,3,3229000.0,1076333.33,1076300.0,1076300.0,1076400.0,57.74,2023-05-03,2023-09-14,134,67.0,67.0,0.0,17938.89,17940.0,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,1076400.0,0.3334
MPLADS-002841,2,779000.0,389500.0,389500.0,389500.0,389500.0,0.0,2023-07-25,2023-09-22,59,59.0,59.0,0.0,8655.56,8655.56,45.0,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,389500.0,0.5
MPLADS-002842,3,1323000.0,441000.0,441000.0,441000.0,441000.0,0.0,2022-06-12,2022-09-18,98,49.0,49.0,0.0,11025.0,11025.0,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,441000.0,0.3333
MPLADS-002843,3,2638000.0,879333.33,879300.0,879300.0,879400.0,57.74,2023-04-13,2023-08-23,132,66.0,66.0,0.0,14655.56,14656.67,60.0,0.3334,0,0.0,0,0.0,0,0.0,0,0.0,1,879400.0,0.3334
MPLADS-002844,3,2123000.0,707666.67,707700.0,707600.0,707700.0,57.74,2022-08-15,2022-11-04,81,40.5,40.5,0.71,17691.67,17692.5,40.0,0.3333,0,0.0,0,0.0,0,0.0,0,0.0,1,707600.0,0.3333
