project_id,fraud_probability,predicted_typology,feature_importance_contributions,scored_at
MPLADS-002715,1.0,ABANDONED_WORK,"{""progress_anomaly_score"": 5.0894, ""progress_anomaly_percentile"": 0.8685, ""payment_anomaly_score"": 0.141}",2026-09-06T09:45:06.494738+00:00
MPLADS-002716,0.0308,NORMAL,"{""geospatial_anomaly_score"": 0.2087, ""project__planned_duration_days"": 0.0637, ""geo__population_density"": 0.0395}",2026-09-06T09:45:06.494738+00:00
MPLADS-002717,0.0182,NORMAL,"{""geo__population_density"": 0.0474, ""project__planned_duration_days"": 0.0454, ""graph_anomaly_score"": 0.042}",2026-09-06T09:45:06.494738+00:00
MPLADS-002718,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.0897, ""mean_anomaly_score"": 0.0632, ""project__planned_duration_days"": 0.0335}",2026-09-06T09:45:06.494738+00:00
MPLADS-002719,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.6001, ""progress_anomaly_percentile"": 0.9328, ""procurement_anomaly_score"": 0.2895}",2026-09-06T09:45:06.494738+00:00
MPLADS-002720,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 4.9824, ""progress_anomaly_percentile"": 0.9158, ""financial_anomaly_score"": 0.1251}",2026-09-06T09:45:06.494738+00:00
MPLADS-002721,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.1338, ""project__planned_duration_days"": 0.0577, ""geospatial_anomaly_percentile"": 0.0338}",2026-09-06T09:45:06.494738+00:00
MPLADS-002722,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0651, ""geospatial_anomaly_score"": 0.0584, ""geo__infrastructure_gap_index"": 0.0326}",2026-09-06T09:45:06.494738+00:00
MPLADS-002723,0.0182,NORMAL,"{""payment_anomaly_score"": 0.0496, ""project__planned_duration_days"": 0.0492, ""financial_anomaly_percentile"": 0.0454}",2026-09-06T09:45:06.494738+00:00
MPLADS-002724,0.0046,NORMAL,"{""payment_anomaly_score"": 0.0601, ""payment_anomaly_percentile"": 0.0492, ""project__planned_duration_days"": 0.0426}",2026-09-06T09:45:06.494738+00:00
MPLADS-002725,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.3269, ""progress_anomaly_percentile"": 0.9227, ""payment_anomaly_score"": 0.1046}",2026-09-06T09:45:06.494738+00:00
MPLADS-002726,0.0225,NORMAL,"{""financial_anomaly_score"": 0.1088, ""geospatial_anomaly_score"": 0.0927, ""project__planned_duration_days"": 0.0423}",2026-09-06T09:45:06.494738+00:00
MPLADS-002727,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.1707, ""progress_anomaly_percentile"": 0.8809, ""financial__sanctioned_amount"": 0.0733}",2026-09-06T09:45:06.494738+00:00
MPLADS-002728,0.2792,NORMAL,"{""procurement_anomaly_score"": 1.4037, ""procurement_anomaly_percentile"": 0.4578, ""geospatial_anomaly_score"": 0.1088}",2026-09-06T09:45:06.494738+00:00
MPLADS-002729,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.0624, ""project__planned_duration_days"": 0.0462, ""geospatial_anomaly_score"": 0.0178}",2026-09-06T09:45:06.494738+00:00
MPLADS-002730,0.0182,NORMAL,"{""financial_anomaly_score"": 0.1444, ""financial_anomaly_percentile"": 0.0455, ""project__planned_duration_days"": 0.0184}",2026-09-06T09:45:06.494738+00:00
MPLADS-002731,0.011,NORMAL,"{""financial_anomaly_score"": 0.0721, ""geo__infrastructure_gap_index"": 0.0702, ""project__planned_duration_days"": 0.0266}",2026-09-06T09:45:06.494738+00:00
MPLADS-002732,0.1743,NORMAL,"{""procurement_anomaly_score"": 0.6173, ""procurement_anomaly_percentile"": 0.2818, ""geo__population_density"": 0.0838}",2026-09-06T09:45:06.494738+00:00
MPLADS-002733,0.0314,NORMAL,"{""geospatial_anomaly_score"": 0.0942, ""project__planned_duration_days"": 0.0702, ""mean_anomaly_score"": 0.0429}",2026-09-06T09:45:06.494738+00:00
MPLADS-002734,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 5.082, ""progress_anomaly_percentile"": 0.8904, ""geo__population_density"": 0.1444}",2026-09-06T09:45:06.494738+00:00
MPLADS-002735,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1371, ""mean_anomaly_score"": 0.0894, ""payment_anomaly_percentile"": 0.0336}",2026-09-06T09:45:06.494738+00:00
MPLADS-002736,0.011,NORMAL,"{""financial_anomaly_percentile"": 0.0613, ""payment_anomaly_score"": 0.0536, ""payment_anomaly_percentile"": 0.0467}",2026-09-06T09:45:06.494738+00:00
MPLADS-002737,0.0231,NORMAL,"{""payment_anomaly_score"": 0.1415, ""financial__sanctioned_amount"": 0.1359, ""geo__infrastructure_gap_index"": 0.0739}",2026-09-06T09:45:06.494738+00:00
MPLADS-002738,0.0225,NORMAL,"{""financial_anomaly_score"": 0.084, ""financial_anomaly_percentile"": 0.0752, ""geo__infrastructure_gap_index"": 0.0629}",2026-09-06T09:45:06.494738+00:00
MPLADS-002739,0.0308,NORMAL,"{""procurement_anomaly_percentile"": 0.3713, ""procurement_anomaly_score"": 0.3267, ""geo__population_density"": 0.1856}",2026-09-06T09:45:06.494738+00:00
MPLADS-002740,0.0182,NORMAL,"{""geo__population_density"": 0.1201, ""payment_anomaly_score"": 0.0766, ""financial_anomaly_score"": 0.0741}",2026-09-06T09:45:06.494738+00:00
MPLADS-002741,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.1894, ""contractor_anomaly_score"": 0.1079, ""payment_anomaly_score"": 0.0926}",2026-09-06T09:45:06.494738+00:00
MPLADS-002742,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.0975, ""geo__infrastructure_gap_index"": 0.0683, ""payment_anomaly_percentile"": 0.0557}",2026-09-06T09:45:06.494738+00:00
MPLADS-002743,0.0225,NORMAL,"{""procurement_anomaly_score"": 0.4776, ""procurement_anomaly_percentile"": 0.2725, ""financial_anomaly_score"": 0.166}",2026-09-06T09:45:06.494738+00:00
MPLADS-002744,0.0182,NORMAL,"{""geo__population_density"": 0.1765, ""project__planned_duration_days"": 0.0624, ""mean_anomaly_score"": 0.0212}",2026-09-06T09:45:06.494738+00:00
MPLADS-002745,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.4369, ""progress_anomaly_percentile"": 0.9665, ""payment_anomaly_score"": 0.1055}",2026-09-06T09:45:06.494738+00:00
MPLADS-002746,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.1423, ""geo__population_density"": 0.0706, ""geospatial_anomaly_score"": 0.0524}",2026-09-06T09:45:06.494738+00:00
MPLADS-002747,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.4475, ""progress_anomaly_percentile"": 0.7676, ""procurement_anomaly_percentile"": 0.2022}",2026-09-06T09:45:06.494738+00:00
MPLADS-002748,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.2009, ""geo__infrastructure_gap_index"": 0.0734, ""geospatial_anomaly_percentile"": 0.0366}",2026-09-06T09:45:06.494738+00:00
MPLADS-002749,0.011,NORMAL,"{""max_anomaly_score"": 0.0463, ""mean_anomaly_score"": 0.0422, ""geo__infrastructure_gap_index"": 0.0345}",2026-09-06T09:45:06.494738+00:00
MPLADS-002750,0.0204,NORMAL,"{""geospatial_anomaly_score"": 0.0454, ""project__planned_duration_days"": 0.0436, ""geospatial_anomaly_percentile"": 0.0016}",2026-09-06T09:45:06.494738+00:00
MPLADS-002751,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.1782, ""geospatial_anomaly_score"": 0.067, ""payment_anomaly_percentile"": 0.0438}",2026-09-06T09:45:06.494738+00:00
MPLADS-002752,0.5278,PROCUREMENT_SINGLE_BID,"{""procurement_anomaly_score"": 1.644, ""procurement_anomaly_percentile"": 0.8043, ""geo__infrastructure_gap_index"": 0.0842}",2026-09-06T09:45:06.494738+00:00
MPLADS-002753,0.0314,NORMAL,"{""financial__sanctioned_amount"": 0.2333, ""geo__population_density"": 0.2052, ""geo__infrastructure_gap_index"": 0.0614}",2026-09-06T09:45:06.494738+00:00
MPLADS-002754,0.0225,NORMAL,"{""geo__population_density"": 0.1347, ""geo__infrastructure_gap_index"": 0.0958, ""geospatial_anomaly_score"": 0.0603}",2026-09-06T09:45:06.494738+00:00
MPLADS-002755,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.1237, ""mean_anomaly_score"": 0.0349, ""payment_anomaly_percentile"": 0.0299}",2026-09-06T09:45:06.494738+00:00
MPLADS-002756,0.0182,NORMAL,"{""procurement_anomaly_score"": 0.8047, ""procurement_anomaly_percentile"": 0.2888, ""project__planned_duration_days"": 0.0562}",2026-09-06T09:45:06.494738+00:00
MPLADS-002757,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.6468, ""progress_anomaly_percentile"": 0.8476, ""procurement_anomaly_score"": 0.232}",2026-09-06T09:45:06.494738+00:00
MPLADS-002758,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0794, ""project__planned_duration_days"": 0.0266, ""geospatial_anomaly_score"": 0.0202}",2026-09-06T09:45:06.494738+00:00
MPLADS-002759,0.2913,NORMAL,"{""procurement_anomaly_score"": 1.2843, ""procurement_anomaly_percentile"": 0.7037, ""geo__population_density"": 0.0705}",2026-09-06T09:45:06.494738+00:00
MPLADS-002760,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0576, ""financial__sanctioned_amount"": 0.0133, ""mean_anomaly_score"": 0.0074}",2026-09-06T09:45:06.494738+00:00
MPLADS-002761,0.1961,NORMAL,"{""financial_anomaly_score"": 0.2528, ""geo__infrastructure_gap_index"": 0.1741, ""geo__population_density"": 0.1348}",2026-09-06T09:45:06.494738+00:00
MPLADS-002762,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.0886, ""geo__infrastructure_gap_index"": 0.0608, ""graph_anomaly_percentile"": 0.0103}",2026-09-06T09:45:06.494738+00:00
MPLADS-002763,1.0,DOCUMENTATION_DEFICIT,"{""progress_anomaly_score"": 5.2617, ""progress_anomaly_percentile"": 0.9158, ""geo__infrastructure_gap_index"": 0.1159}",2026-09-06T09:45:06.494738+00:00
MPLADS-002764,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.0888, ""geospatial_anomaly_score"": 0.0758, ""contractor_anomaly_percentile"": 0.0234}",2026-09-06T09:45:06.494738+00:00
MPLADS-002765,1.0,DOCUMENTATION_DEFICIT,"{""progress_anomaly_score"": 5.1239, ""progress_anomaly_percentile"": 0.8536, ""payment_anomaly_score"": 0.1058}",2026-09-06T09:45:06.494738+00:00
MPLADS-002766,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.0745, ""project__planned_duration_days"": 0.0366, ""geo__infrastructure_gap_index"": 0.0312}",2026-09-06T09:45:06.494738+00:00
MPLADS-002767,0.0265,NORMAL,"{""geo__population_density"": 0.24, ""graph_anomaly_score"": 0.1733, ""geo__infrastructure_gap_index"": 0.1184}",2026-09-06T09:45:06.494738+00:00
MPLADS-002768,0.4939,NORMAL,"{""procurement_anomaly_score"": 0.8165, ""procurement_anomaly_percentile"": 0.6545, ""financial_anomaly_score"": 0.6343}",2026-09-06T09:45:06.494738+00:00
MPLADS-002769,0.0159,NORMAL,"{""project__planned_duration_days"": 0.0601, ""geospatial_anomaly_score"": 0.0248, ""mean_anomaly_score"": 0.0184}",2026-09-06T09:45:06.494738+00:00
MPLADS-002770,0.0182,NORMAL,"{""std_anomaly_score"": 0.1205, ""project__planned_duration_days"": 0.0539, ""financial_anomaly_percentile"": 0.046}",2026-09-06T09:45:06.494738+00:00
MPLADS-002771,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.1827, ""geo__infrastructure_gap_index"": 0.0942, ""project__planned_duration_days"": 0.0448}",2026-09-06T09:45:06.494738+00:00
MPLADS-002772,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.4406, ""progress_anomaly_percentile"": 0.9948, ""payment_anomaly_score"": 0.0687}",2026-09-06T09:45:06.494738+00:00
MPLADS-002773,0.0182,NORMAL,"{""procurement_anomaly_score"": 0.3335, ""procurement_anomaly_percentile"": 0.1519, ""std_anomaly_score"": 0.0596}",2026-09-06T09:45:06.494738+00:00
MPLADS-002774,0.011,NORMAL,"{""financial__sanctioned_amount"": 0.1411, ""graph_anomaly_score"": 0.1263, ""contractor_anomaly_score"": 0.0259}",2026-09-06T09:45:06.494738+00:00
MPLADS-002775,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.5305, ""progress_anomaly_percentile"": 0.8221, ""procurement_anomaly_percentile"": 0.1802}",2026-09-06T09:45:06.494738+00:00
MPLADS-002776,0.0314,NORMAL,"{""geospatial_anomaly_score"": 0.1896, ""geo__population_density"": 0.1531, ""geo__infrastructure_gap_index"": 0.0771}",2026-09-06T09:45:06.494738+00:00
MPLADS-002777,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.2213, ""geospatial_anomaly_score"": 0.0916, ""contractor_anomaly_percentile"": 0.0299}",2026-09-06T09:45:06.494738+00:00
MPLADS-002778,0.0961,NORMAL,"{""payment_anomaly_score"": 0.3202, ""geospatial_anomaly_score"": 0.1062, ""project__planned_duration_days"": 0.0669}",2026-09-06T09:45:06.494738+00:00
MPLADS-002779,0.058,NORMAL,"{""financial__sanctioned_amount"": 0.2343, ""geo__infrastructure_gap_index"": 0.1129, ""geo__population_density"": 0.0589}",2026-09-06T09:45:06.494738+00:00
MPLADS-002780,0.0525,NORMAL,"{""contractor_anomaly_percentile"": 0.2131, ""contractor_anomaly_score"": 0.151, ""project__planned_duration_days"": 0.0571}",2026-09-06T09:45:06.494738+00:00
MPLADS-002781,0.0159,NORMAL,"{""financial__sanctioned_amount"": 0.0931, ""payment_anomaly_percentile"": 0.0317, ""std_anomaly_score"": 0.0276}",2026-09-06T09:45:06.494738+00:00
MPLADS-002782,0.0088,NORMAL,"{""project__planned_duration_days"": 0.0401, ""contractor_anomaly_score"": 0.0043, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-002783,0.0231,NORMAL,"{""financial_anomaly_percentile"": 0.0783, ""geospatial_anomaly_score"": 0.0644, ""geo__infrastructure_gap_index"": 0.0606}",2026-09-06T09:45:06.494738+00:00
MPLADS-002784,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.2817, ""progress_anomaly_percentile"": 0.9567, ""payment_anomaly_score"": 0.3388}",2026-09-06T09:45:06.494738+00:00
MPLADS-002785,0.0067,NORMAL,"{""graph_anomaly_score"": 0.0493, ""payment_anomaly_score"": 0.0477, ""financial_anomaly_score"": 0.0477}",2026-09-06T09:45:06.494738+00:00
MPLADS-002786,0.0231,NORMAL,"{""project__planned_duration_days"": 0.0614, ""mean_anomaly_score"": 0.0488, ""geospatial_anomaly_percentile"": 0.0326}",2026-09-06T09:45:06.494738+00:00
MPLADS-002787,0.0159,NORMAL,"{""procurement_anomaly_percentile"": 0.0856, ""financial_anomaly_percentile"": 0.079, ""financial_anomaly_score"": 0.0497}",2026-09-06T09:45:06.494738+00:00
MPLADS-002788,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.1091, ""project__planned_duration_days"": 0.0519, ""contractor_anomaly_percentile"": 0.0285}",2026-09-06T09:45:06.494738+00:00
MPLADS-002789,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.1475, ""progress_anomaly_percentile"": 0.923, ""payment_anomaly_score"": 0.3109}",2026-09-06T09:45:06.494738+00:00
MPLADS-002790,0.0314,NORMAL,"{""geo__infrastructure_gap_index"": 0.0943, ""geospatial_anomaly_score"": 0.079, ""geospatial_anomaly_percentile"": 0.0283}",2026-09-06T09:45:06.494738+00:00
MPLADS-002791,0.0442,NORMAL,"{""project__planned_duration_days"": 0.071, ""graph_anomaly_score"": 0.036, ""mean_anomaly_score"": 0.0148}",2026-09-06T09:45:06.494738+00:00
MPLADS-002792,0.0231,NORMAL,"{""geo__population_density"": 0.2034, ""geo__infrastructure_gap_index"": 0.0771, ""graph_anomaly_percentile"": 0.0426}",2026-09-06T09:45:06.494738+00:00
MPLADS-002793,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1868, ""financial_anomaly_score"": 0.1032, ""geo__population_density"": 0.0822}",2026-09-06T09:45:06.494738+00:00
MPLADS-002794,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.2422, ""geo__infrastructure_gap_index"": 0.1887, ""geospatial_anomaly_score"": 0.0875}",2026-09-06T09:45:06.494738+00:00
MPLADS-002795,0.011,NORMAL,"{""financial_anomaly_score"": 0.0586, ""geo__infrastructure_gap_index"": 0.0491, ""project__planned_duration_days"": 0.0469}",2026-09-06T09:45:06.494738+00:00
MPLADS-002796,0.0225,NORMAL,"{""geo__population_density"": 0.087, ""project__planned_duration_days"": 0.0539, ""geo__infrastructure_gap_index"": 0.0437}",2026-09-06T09:45:06.494738+00:00
MPLADS-002797,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.0707, ""geo__infrastructure_gap_index"": 0.0526, ""geospatial_anomaly_percentile"": 0.0525}",2026-09-06T09:45:06.494738+00:00
MPLADS-002798,0.0231,NORMAL,"{""geo__population_density"": 0.1959, ""payment_anomaly_score"": 0.1074, ""financial__sanctioned_amount"": 0.1062}",2026-09-06T09:45:06.494738+00:00
MPLADS-002799,0.0067,NORMAL,"{""project__planned_duration_days"": 0.0401, ""std_anomaly_score"": 0.0169, ""financial_anomaly_score"": 0.0053}",2026-09-06T09:45:06.494738+00:00
MPLADS-002800,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 5.1441, ""progress_anomaly_percentile"": 0.885, ""financial_anomaly_score"": 0.1902}",2026-09-06T09:45:06.494738+00:00
MPLADS-002801,0.0159,NORMAL,"{""geo__infrastructure_gap_index"": 0.0747, ""mean_anomaly_score"": 0.0649, ""project__planned_duration_days"": 0.0582}",2026-09-06T09:45:06.494738+00:00
MPLADS-002802,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 4.919, ""progress_anomaly_percentile"": 0.9029, ""procurement_anomaly_percentile"": 0.1262}",2026-09-06T09:45:06.494738+00:00
MPLADS-002803,0.011,NORMAL,"{""financial_anomaly_score"": 0.1748, ""payment_anomaly_score"": 0.1061, ""financial_anomaly_percentile"": 0.0594}",2026-09-06T09:45:06.494738+00:00
MPLADS-002804,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.2849, ""geo__population_density"": 0.1012, ""payment_anomaly_score"": 0.0246}",2026-09-06T09:45:06.494738+00:00
MPLADS-002805,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.2454, ""procurement_anomaly_percentile"": 0.0609, ""project__planned_duration_days"": 0.0165}",2026-09-06T09:45:06.494738+00:00
MPLADS-002806,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.0919, ""mean_anomaly_score"": 0.0619, ""financial__sanctioned_amount"": 0.0405}",2026-09-06T09:45:06.494738+00:00
MPLADS-002807,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0486, ""financial_anomaly_percentile"": 0.0481, ""payment_anomaly_percentile"": 0.0273}",2026-09-06T09:45:06.494738+00:00
MPLADS-002808,0.0182,NORMAL,"{""procurement_anomaly_score"": 0.3144, ""procurement_anomaly_percentile"": 0.2106, ""payment_anomaly_percentile"": 0.0553}",2026-09-06T09:45:06.494738+00:00
MPLADS-002809,0.0046,NORMAL,"{""financial_anomaly_score"": 0.0789, ""project__planned_duration_days"": 0.0459, ""geo__infrastructure_gap_index"": 0.0271}",2026-09-06T09:45:06.494738+00:00
MPLADS-002810,0.0262,NORMAL,"{""geospatial_anomaly_score"": 0.1943, ""geo__population_density"": 0.1553, ""geospatial_anomaly_percentile"": 0.0632}",2026-09-06T09:45:06.494738+00:00
MPLADS-002811,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.132, ""graph_anomaly_score"": 0.0982, ""project__planned_duration_days"": 0.0498}",2026-09-06T09:45:06.494738+00:00
MPLADS-002812,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 5.1492, ""progress_anomaly_percentile"": 0.9042, ""payment_anomaly_score"": 0.1624}",2026-09-06T09:45:06.494738+00:00
MPLADS-002813,0.0314,NORMAL,"{""financial_anomaly_score"": 0.0399, ""financial__sanctioned_amount"": 0.0332, ""mean_anomaly_score"": 0.0233}",2026-09-06T09:45:06.494738+00:00
MPLADS-002814,0.0225,NORMAL,"{""geo__population_density"": 0.1496, ""project__planned_duration_days"": 0.0366, ""mean_anomaly_score"": 0.0206}",2026-09-06T09:45:06.494738+00:00
MPLADS-002815,0.2819,NORMAL,"{""procurement_anomaly_score"": 1.3517, ""procurement_anomaly_percentile"": 0.4263, ""contractor_anomaly_score"": 0.1197}",2026-09-06T09:45:06.494738+00:00
MPLADS-002816,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0466, ""project__planned_duration_days"": 0.0466, ""contractor_anomaly_percentile"": 0.018}",2026-09-06T09:45:06.494738+00:00
MPLADS-002817,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0871, ""std_anomaly_score"": 0.0508, ""project__planned_duration_days"": 0.0478}",2026-09-06T09:45:06.494738+00:00
MPLADS-002818,0.2811,NORMAL,"{""procurement_anomaly_score"": 1.3546, ""procurement_anomaly_percentile"": 0.571, ""std_anomaly_score"": 0.0725}",2026-09-06T09:45:06.494738+00:00
MPLADS-002819,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.0918, ""financial_anomaly_score"": 0.0648, ""project__planned_duration_days"": 0.0311}",2026-09-06T09:45:06.494738+00:00
MPLADS-002820,0.0525,NORMAL,"{""procurement_anomaly_percentile"": 0.5401, ""procurement_anomaly_score"": 0.0964, ""financial__sanctioned_amount"": 0.0955}",2026-09-06T09:45:06.494738+00:00
MPLADS-002821,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 4.9275, ""progress_anomaly_percentile"": 0.8631, ""financial_anomaly_score"": 0.1864}",2026-09-06T09:45:06.494738+00:00
MPLADS-002822,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1459, ""geospatial_anomaly_score"": 0.0845, ""geo__infrastructure_gap_index"": 0.0828}",2026-09-06T09:45:06.494738+00:00
MPLADS-002823,0.0231,NORMAL,"{""project__planned_duration_days"": 0.0541, ""geospatial_anomaly_score"": 0.0339, ""financial__sanctioned_amount"": 0.0142}",2026-09-06T09:45:06.494738+00:00
MPLADS-002824,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1105, ""geospatial_anomaly_score"": 0.0831, ""financial_anomaly_percentile"": 0.0744}",2026-09-06T09:45:06.494738+00:00
MPLADS-002825,0.0231,NORMAL,"{""geo__population_density"": 0.0966, ""geo__infrastructure_gap_index"": 0.0945, ""project__planned_duration_days"": 0.0693}",2026-09-06T09:45:06.494738+00:00
MPLADS-002826,0.0314,NORMAL,"{""geo__population_density"": 0.2967, ""geo__infrastructure_gap_index"": 0.0906, ""geospatial_anomaly_score"": 0.0597}",2026-09-06T09:45:06.494738+00:00
MPLADS-002827,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.1124, ""geo__population_density"": 0.0847, ""project__planned_duration_days"": 0.049}",2026-09-06T09:45:06.494738+00:00
MPLADS-002828,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.0794, ""payment_anomaly_percentile"": 0.022, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-002829,0.0308,NORMAL,"{""financial_anomaly_score"": 0.3578, ""geospatial_anomaly_score"": 0.1803, ""geo__population_density"": 0.1456}",2026-09-06T09:45:06.494738+00:00
MPLADS-002830,0.0161,NORMAL,"{""financial_anomaly_percentile"": 0.0522, ""payment_anomaly_score"": 0.0438, ""payment_anomaly_percentile"": 0.0342}",2026-09-06T09:45:06.494738+00:00
MPLADS-002831,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.003, ""progress_anomaly_percentile"": 0.927, ""payment_anomaly_score"": 0.1373}",2026-09-06T09:45:06.494738+00:00
MPLADS-002832,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0508, ""financial__sanctioned_amount"": 0.0363, ""geospatial_anomaly_score"": 0.0068}",2026-09-06T09:45:06.494738+00:00
MPLADS-002833,0.0442,NORMAL,"{""financial_anomaly_score"": 0.1573, ""std_anomaly_score"": 0.0644, ""financial_anomaly_percentile"": 0.0611}",2026-09-06T09:45:06.494738+00:00
MPLADS-002834,0.0046,NORMAL,"{""financial_anomaly_score"": 0.1079, ""financial_anomaly_percentile"": 0.0275, ""payment_anomaly_score"": 0.0221}",2026-09-06T09:45:06.494738+00:00
MPLADS-002835,0.266,NORMAL,"{""procurement_anomaly_score"": 1.2639, ""procurement_anomaly_percentile"": 0.4776, ""geo__population_density"": 0.0772}",2026-09-06T09:45:06.494738+00:00
MPLADS-002836,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1678, ""geospatial_anomaly_score"": 0.1511, ""payment_anomaly_score"": 0.0804}",2026-09-06T09:45:06.494738+00:00
MPLADS-002837,0.0225,NORMAL,"{""geo__infrastructure_gap_index"": 0.1544, ""project__planned_duration_days"": 0.0692, ""geospatial_anomaly_score"": 0.0673}",2026-09-06T09:45:06.494738+00:00
MPLADS-002838,0.0182,NORMAL,"{""geo__population_density"": 0.1776, ""geo__infrastructure_gap_index"": 0.0569, ""project__planned_duration_days"": 0.0503}",2026-09-06T09:45:06.494738+00:00
MPLADS-002839,0.0262,NORMAL,"{""financial__sanctioned_amount"": 0.2031, ""payment_anomaly_score"": 0.1278, ""geo__infrastructure_gap_index"": 0.0945}",2026-09-06T09:45:06.494738+00:00
MPLADS-002840,0.0161,NORMAL,"{""project__planned_duration_days"": 0.0517, ""std_anomaly_score"": 0.013, ""geo__population_density"": 0.0081}",2026-09-06T09:45:06.494738+00:00
MPLADS-002841,0.0314,NORMAL,"{""geo__population_density"": 0.2032, ""financial__sanctioned_amount"": 0.1446, ""geospatial_anomaly_score"": 0.113}",2026-09-06T09:45:06.494738+00:00
MPLADS-002842,0.0664,NORMAL,"{""geospatial_anomaly_score"": 0.1981, ""financial__sanctioned_amount"": 0.1436, ""geo__infrastructure_gap_index"": 0.0673}",2026-09-06T09:45:06.494738+00:00
MPLADS-002843,0.0182,NORMAL,"{""geospatial_anomaly_percentile"": 0.137, ""financial__sanctioned_amount"": 0.0565, ""project__planned_duration_days"": 0.0535}",2026-09-06T09:45:06.494738+00:00
MPLADS-002844,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.2598, ""geospatial_anomaly_score"": 0.0885, ""std_anomaly_score"": 0.0562}",2026-09-06T09:45:06.494738+00:00
MPLADS-002845,0.011,NORMAL,"{""payment_anomaly_percentile"": 0.0493, ""project__planned_duration_days"": 0.0271, ""std_anomaly_score"": 0.0205}",2026-09-06T09:45:06.494738+00:00
MPLADS-002846,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.1117, ""payment_anomaly_score"": 0.0499, ""payment_anomaly_percentile"": 0.0392}",2026-09-06T09:45:06.494738+00:00
MPLADS-002847,0.0381,NORMAL,"{""financial_anomaly_score"": 0.4769, ""contractor_anomaly_score"": 0.0917, ""geo__infrastructure_gap_index"": 0.0578}",2026-09-06T09:45:06.494738+00:00
MPLADS-002848,0.0231,NORMAL,"{""geo__population_density"": 0.2199, ""geospatial_anomaly_score"": 0.1108, ""payment_anomaly_percentile"": 0.1052}",2026-09-06T09:45:06.494738+00:00
MPLADS-002849,1.0,GHOST_WORK,"{""progress_anomaly_score"": 5.2063, ""progress_anomaly_percentile"": 0.9263, ""financial__sanctioned_amount"": 0.0828}",2026-09-06T09:45:06.494738+00:00
