project_id,progress_anomaly_score,progress_anomaly_percentile,is_progress_anomaly,financial_minus_physical_progress,latest_physical_progress,latest_financial_progress,duration_overrun_days,ghost_work_index,execution_stall_score,baseline1_score,primary_reason,secondary_reason,tertiary_reason
MPLADS-002717,28.42,53.32,0,-2.0,99.8,97.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002718,20.65,38.8,0,-1.8,95.1,93.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002719,64.4,87.3,0,63.3,84.2,147.5,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,NONE,NONE
MPLADS-002720,77.98,94.88,0,56.5,34.7,91.2,22.0,0.0,0.04,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-002721,16.71,30.96,0,1.5,94.2,95.7,19.0,0.0,0.0067,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002722,9.53,16.2,0,-0.2,94.8,94.6,3.0,0.0,0.0004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002723,39.99,72.0,0,0.6,96.3,96.9,17.0,0.0,0.0147,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002724,38.01,69.06,0,2.9,91.7,94.6,24.0,0.0,0.0223,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002725,75.2,93.84,0,72.2,18.5,90.7,29.0,0.0,0.0487,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION,INSPECTION_DOCUMENTATION_DEFICIT
MPLADS-002726,35.45,64.98,0,-7.4,99.7,92.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002727,78.17,94.96,0,72.0,16.9,88.9,34.0,0.0,0.0589,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION,INSPECTION_DOCUMENTATION_DEFICIT
MPLADS-002728,5.41,8.08,0,11.7,80.4,92.1,20.0,0.0,0.0073,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002729,27.93,52.46,0,21.8,71.6,93.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002730,35.05,64.34,0,20.4,71.2,91.6,30.0,0.0,0.0186,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002731,13.16,23.64,0,17.5,72.3,89.8,14.0,0.0,0.0048,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002732,40.84,73.24,0,4.6,81.5,86.1,12.0,0.0,0.0122,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002733,8.79,14.68,0,9.8,82.9,92.7,6.0,0.0,0.0012,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002734,59.06,85.56,0,38.4,99.9,138.3,24.0,0.0,0.0008,50.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002735,13.87,25.12,0,-2.5,90.4,87.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002736,38.24,69.46,0,0.9,91.1,92.0,3.0,0.0,0.0027,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002737,30.97,57.62,0,-0.4,89.3,88.9,13.0,0.0,0.0002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002738,36.91,67.4,0,20.7,77.3,98.0,20.0,0.0,0.0004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002739,36.49,66.72,0,2.3,85.3,87.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002740,40.23,72.36,0,19.6,76.4,96.0,19.0,0.0,0.0209,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002741,29.11,54.48,0,11.2,79.1,90.3,6.0,0.0,0.0001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002742,41.11,73.58,0,23.3,73.8,97.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002743,38.19,69.4,0,26.0,71.2,97.2,31.0,0.0,0.008,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002744,6.41,10.0,0,1.3,89.1,90.4,20.0,0.0,0.0059,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002745,79.5,95.56,1,72.7,17.4,90.1,4.0,0.0,0.0088,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION,INSPECTION_DOCUMENTATION_DEFICIT
MPLADS-002746,27.27,51.28,0,8.2,80.3,88.5,34.0,0.0,0.0037,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002747,72.9,92.58,0,66.8,91.6,158.4,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,NONE,NONE
MPLADS-002748,25.15,47.44,0,-2.7,92.1,89.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002749,18.52,34.56,0,-9.3,96.5,87.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002750,40.78,73.14,0,-12.3,97.7,85.4,26.0,0.0,0.009,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002751,43.17,76.36,0,18.9,77.2,96.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002752,14.99,27.42,0,-1.2,86.5,85.3,25.0,0.0,0.0066,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002753,25.56,48.18,0,15.9,74.2,90.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002754,14.69,26.78,0,12.8,84.1,96.9,27.0,0.0,0.0042,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002755,31.7,58.84,0,11.3,76.0,87.3,2.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002756,13.45,24.26,0,10.8,85.8,96.6,4.0,0.0,0.0015,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002757,61.87,86.56,0,56.6,95.9,152.5,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,NONE,NONE
MPLADS-002758,28.75,53.88,0,-9.5,94.6,85.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002759,46.13,79.66,0,-6.9,96.6,89.7,23.0,0.0,0.0201,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002760,5.67,8.58,0,7.2,79.5,86.7,16.0,0.0,0.004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002761,26.92,50.66,0,-8.1,96.2,88.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002762,23.59,44.48,0,11.3,79.3,90.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002763,82.99,97.36,1,18.6,76.3,94.9,15.0,0.0,0.0041,0.0,INSPECTION_DOCUMENTATION_DEFICIT,NONE,NONE
MPLADS-002764,8.49,14.1,0,-3.0,92.0,89.0,13.0,0.0,0.0011,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002765,81.5,96.76,1,1.8,89.2,91.0,24.0,0.0,0.003,0.0,INSPECTION_DOCUMENTATION_DEFICIT,NONE,NONE
MPLADS-002766,23.9,45.08,0,13.9,72.6,86.5,26.0,0.0,0.0101,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002767,35.84,65.66,0,9.6,88.1,97.7,4.0,0.0,0.0037,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002768,47.88,81.2,0,36.1,92.2,128.3,2.0,0.0,0.0001,50.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002769,19.2,35.92,0,-3.4,90.2,86.8,21.0,0.0,0.0082,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002770,41.61,74.3,0,9.2,77.2,86.4,19.0,0.0,0.0207,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002771,36.92,67.42,0,25.9,70.2,96.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002772,65.25,87.54,0,64.1,22.3,86.4,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-002773,32.91,60.82,0,16.6,77.8,94.4,15.0,0.0,0.0161,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002774,20.14,37.8,0,6.3,78.9,85.2,7.0,0.0,0.0003,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002775,61.67,86.42,0,59.6,95.3,154.9,16.0,0.0,0.0025,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,NONE,NONE
MPLADS-002776,12.56,22.42,0,2.2,94.2,96.4,5.0,0.0,0.0015,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002777,31.35,58.26,0,13.7,75.3,89.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002778,0.01,0.02,0,10.2,81.4,91.6,5.0,0.0,0.0012,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002779,24.99,47.12,0,18.1,72.1,90.2,21.0,0.0,0.0022,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002780,24.54,46.32,0,-4.6,97.3,92.7,28.0,0.0,0.005,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002781,19.46,36.44,0,-2.7,96.8,94.1,11.0,0.0,0.0003,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002782,15.55,28.58,0,17.8,76.7,94.5,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002783,43.63,76.9,0,-2.6,98.8,96.2,5.0,0.0,0.004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002784,73.21,92.78,0,64.5,23.5,88.0,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-002785,39.5,71.28,0,11.9,75.5,87.4,20.0,0.0,0.0223,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002786,10.29,17.8,0,-2.2,94.1,91.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002787,32.42,60.04,0,12.3,85.7,98.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002788,9.2,15.56,0,17.7,78.9,96.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002789,82.93,97.32,1,80.4,17.3,97.7,12.0,0.0,0.0266,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION,INSPECTION_DOCUMENTATION_DEFICIT
MPLADS-002790,34.32,63.14,0,19.4,72.2,91.6,31.0,0.0,0.0116,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002791,15.67,28.82,0,-3.0,88.6,85.6,17.0,0.0,0.0066,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002792,12.52,22.32,0,-3.0,92.8,89.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002793,35.85,65.68,0,18.2,78.7,96.9,5.0,0.0,0.0052,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002794,46.27,79.82,0,10.6,77.2,87.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002795,12.77,22.86,0,8.8,79.4,88.2,20.0,0.0,0.006,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002796,2.64,3.02,0,4.7,84.1,88.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002797,10.42,18.06,0,12.2,78.1,90.3,22.0,0.0,0.0087,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002798,40.05,72.1,0,18.8,76.7,95.5,29.0,0.0,0.0011,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002799,13.61,24.56,0,0.6,88.4,89.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002800,82.58,97.18,1,17.2,68.9,86.1,540.0,0.0,0.9168,25.0,EXTREME_DURATION_OVERRUN,STALLED_EXECUTION_TRAJECTORY,NONE
MPLADS-002801,12.22,21.76,0,2.5,90.4,92.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002802,78.34,95.02,1,77.4,20.2,97.6,32.0,0.0,0.0544,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-002803,31.22,58.04,0,2.9,83.7,86.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002804,32.49,60.16,0,17.7,78.4,96.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002805,28.05,52.68,0,-0.8,93.0,92.2,24.0,0.0,0.0011,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002806,20.96,39.36,0,-8.6,97.4,88.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002807,41.02,73.48,0,14.0,82.9,96.9,22.0,0.0,0.0226,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002808,34.15,62.86,0,10.4,75.8,86.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002809,4.08,5.5,0,4.2,88.1,92.3,9.0,0.0,0.0018,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002810,18.04,33.6,0,-5.8,91.7,85.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002811,4.12,5.58,0,9.7,80.5,90.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002812,87.28,98.76,1,50.4,45.5,95.9,480.0,0.0,0.9216,100.0,EXTREME_DURATION_OVERRUN,SEVERE_PHYSICAL_FINANCIAL_GAP,STALLED_EXECUTION_TRAJECTORY
MPLADS-002813,34.03,62.64,0,-1.4,98.7,97.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002814,12.04,21.38,0,7.9,87.7,95.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002815,35.07,64.36,0,21.3,74.5,95.8,19.0,0.0,0.0005,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002816,37.95,68.96,0,-10.7,98.8,88.1,32.0,0.0,0.0114,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002817,2.87,3.38,0,13.5,80.0,93.5,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002818,37.36,68.08,0,-5.9,94.4,88.5,17.0,0.0,0.0003,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002819,29.08,54.42,0,-10.9,98.2,87.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002820,51.01,83.1,0,12.5,84.3,96.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002821,80.74,96.4,1,42.2,50.0,92.2,270.0,0.0,0.3694,75.0,EXTREME_DURATION_OVERRUN,SEVERE_PHYSICAL_FINANCIAL_GAP,STALLED_EXECUTION_TRAJECTORY
MPLADS-002822,13.34,24.02,0,6.8,81.1,87.9,26.0,0.0,0.0044,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002823,19.09,35.7,0,15.3,81.5,96.8,29.0,0.0,0.0113,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002824,24.36,45.96,0,17.1,76.1,93.2,4.0,0.0,0.0002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002825,16.74,31.02,0,5.2,89.8,95.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002826,4.75,6.78,0,2.9,87.6,90.5,18.0,0.0,0.0042,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002827,25.98,48.96,0,-1.9,98.6,96.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002828,31.13,57.9,0,10.0,76.9,86.9,8.0,0.0,0.0001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002829,12.12,21.54,0,-2.5,87.9,85.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002830,10.32,17.86,0,9.9,79.9,89.8,5.0,0.0,0.0002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002831,75.51,94.0,0,68.5,27.7,96.2,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,INSPECTION_DOCUMENTATION_DEFICIT,NONE
MPLADS-002832,31.98,59.32,0,21.0,72.9,93.9,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002833,50.82,83.02,0,11.2,85.2,96.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002834,6.07,9.34,0,-0.6,90.2,89.6,9.0,0.0,0.0007,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002835,20.33,38.14,0,16.5,78.1,94.6,6.0,0.0,0.0003,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002836,36.42,66.6,0,3.9,87.5,91.4,2.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002837,6.58,10.34,0,16.7,78.3,95.0,21.0,0.0,0.0058,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002838,9.72,16.62,0,16.8,80.8,97.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002839,31.59,58.68,0,13.9,78.5,92.4,7.0,0.0,0.0001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002840,6.56,10.3,0,6.5,90.1,96.6,21.0,0.0,0.0061,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002841,28.0,52.58,0,-7.0,95.9,88.9,28.0,0.0,0.0013,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002842,9.3,15.76,0,15.6,76.5,92.1,26.0,0.0,0.0052,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002843,6.81,10.82,0,1.9,91.2,93.1,17.0,0.0,0.0046,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002844,19.67,36.84,0,12.3,73.3,85.6,1.0,0.0,0.0001,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002845,40.76,73.12,0,1.3,88.1,89.4,24.0,0.0,0.0233,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002846,30.71,57.16,0,-7.4,93.2,85.8,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002847,34.09,62.78,0,-5.6,99.2,93.6,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002848,7.27,11.72,0,19.2,77.8,97.0,14.0,0.0,0.0041,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002849,95.21,99.2,1,100.0,0.0,100.0,4.0,1.0,0.011,75.0,GHOST_WORK_EXECUTION_DIVERGENCE,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION
MPLADS-002850,2.65,3.04,0,6.9,83.1,90.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002851,22.18,41.72,0,1.6,93.6,95.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002852,47.42,80.86,0,2.0,88.7,90.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002853,25.8,48.62,0,12.4,73.6,86.0,31.0,0.0,0.0111,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002854,36.88,67.36,0,4.3,82.9,87.2,30.0,0.0,0.0008,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002855,8.05,13.2,0,18.1,73.1,91.2,11.0,0.0,0.0019,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002856,3.36,4.22,0,3.2,92.2,95.4,14.0,0.0,0.0027,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002857,30.11,56.14,0,2.5,94.2,96.7,24.0,0.0,0.0011,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002858,2.21,2.26,0,11.8,80.3,92.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002859,12.06,21.42,0,17.9,75.2,93.1,11.0,0.0,0.0055,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002860,18.65,34.84,0,18.9,76.0,94.9,26.0,0.0,0.0113,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002861,23.87,45.0,0,-6.0,99.5,93.5,15.0,0.0,0.002,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002862,12.68,22.68,0,9.3,87.7,97.0,18.0,0.0,0.0036,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002863,3.22,3.96,0,10.0,83.7,93.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002864,6.53,10.24,0,10.7,76.4,87.1,10.0,0.0,0.0048,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002865,35.23,64.6,0,3.1,87.0,90.1,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002866,11.72,20.74,0,11.3,86.4,97.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002867,37.76,68.66,0,-10.7,99.5,88.8,32.0,0.0,0.0112,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002868,75.89,94.18,0,75.4,83.0,158.4,0.0,0.0,0.0,75.0,SEVERE_PHYSICAL_FINANCIAL_GAP,NONE,NONE
MPLADS-002869,0.29,0.06,0,9.9,84.8,94.7,11.0,0.0,0.0022,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002870,99.42,99.98,1,100.0,0.0,100.0,18.0,1.0,0.0493,75.0,GHOST_WORK_EXECUTION_DIVERGENCE,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION
MPLADS-002871,14.07,25.52,0,13.1,74.2,87.3,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002872,21.91,41.24,0,7.9,85.3,93.2,30.0,0.0,0.0139,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002873,20.93,39.3,0,0.2,86.9,87.1,21.0,0.0,0.0088,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002874,29.0,54.28,0,-11.4,98.9,87.5,14.0,0.0,0.0022,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002875,8.06,13.22,0,-0.9,89.1,88.2,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002876,33.33,61.5,0,-4.1,90.5,86.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002877,28.84,54.04,0,-1.2,98.4,97.2,24.0,0.0,0.008,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002878,14.71,26.82,0,16.6,74.4,91.0,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002879,44.19,77.54,0,22.1,70.4,92.5,11.0,0.0,0.0128,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002880,23.19,43.64,0,18.6,74.6,93.2,16.0,0.0,0.0013,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002881,15.83,29.16,0,8.7,83.7,92.4,8.0,0.0,0.0003,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002882,15.59,28.68,0,17.4,80.2,97.6,21.0,0.0,0.0055,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002883,10.27,17.74,0,2.4,93.8,96.2,16.0,0.0,0.004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002884,2.31,2.44,0,11.8,83.6,95.4,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002885,68.86,89.62,0,38.3,16.1,54.4,3.0,0.0,0.0056,50.0,SEVERE_PHYSICAL_FINANCIAL_GAP,ABANDONED_WORK_SUSPICION,NONE
MPLADS-002886,19.58,36.66,0,14.7,74.3,89.0,27.0,0.0,0.0123,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002887,27.77,52.16,0,-6.2,99.6,93.4,17.0,0.0,0.0012,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002888,22.11,41.6,0,-4.4,98.1,93.7,0.0,0.0,0.0,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002889,26.21,49.38,0,-2.2,96.6,94.4,27.0,0.0,0.0012,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002890,14.11,25.6,0,-2.2,92.5,90.3,22.0,0.0,0.0082,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002891,35.96,65.9,0,-6.9,99.6,92.7,15.0,0.0,0.0004,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
MPLADS-002892,20.27,38.04,0,-11.2,98.7,87.5,8.0,0.0,0.0016,0.0,NORMAL_EXECUTION_PROGRESS,NONE,NONE
