project_id,financial_anomaly_score,financial_anomaly_percentile,financial_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,peer_cost_deviation_pct,peer_unit_cost_zscore,model_version,mode,scored_at
MPLADS-002074,0.0,0.51,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-5.67,-0.42,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002075,18.79,56.84,False,Atypical cost per unit (+348.2% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-0.94,5.17,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002076,2.05,5.4,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-22.09,-0.29,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002077,14.02,45.64,False,Atypical cost per unit (+720.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-1.14,11.8,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002078,7.51,26.62,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-16.61,-0.98,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002079,33.5,75.14,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-22.03,-0.77,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002080,24.31,66.0,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-6.37,-0.62,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002081,37.22,78.86,False,Atypical cost per unit (+84.3% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-5.85,1.21,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002082,41.93,82.54,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-30.81,-0.92,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002083,14.28,46.4,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-15.94,0.08,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002084,0.0,0.51,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-3.29,-0.41,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002085,2.86,8.06,False,Elevated peer-adjusted cost (+30.2% vs peer median for work type),Consistent contract execution,No significant deviation from SOR rates,30.24,-0.6,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002086,13.01,43.02,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,17.41,-0.25,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002087,8.31,29.84,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,19.0,-0.41,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002088,36.91,78.54,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-28.16,0.23,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002089,20.86,60.74,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-31.98,-0.98,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002090,18.13,55.54,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-9.06,0.41,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002091,17.3,53.58,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-14.68,-0.29,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002092,10.85,37.3,False,Atypical cost per unit (+120.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,22.45,1.97,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002093,2.08,5.48,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-13.36,-0.5,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002094,25.15,67.08,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,-18.25,-0.89,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002095,3.47,10.28,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,7.45,-0.55,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002096,47.24,86.2,False,Atypical cost per unit (+268.7% vs peer median rate),Contract escalation (-10.7% value change with 4 amendments),Standard schedule compliance,-13.47,4.0,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002097,10.5,36.3,False,Elevated peer-adjusted cost (+34.3% vs peer median for work type),Atypical cost per unit (+48.9% vs peer median rate),No significant deviation from SOR rates,34.31,0.65,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002098,5.25,17.54,False,Atypical cost per unit (+114.9% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,16.36,1.56,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002099,29.9,71.9,False,High unverified disbursement rate (100.0% unverified payments),Atypical cost per unit (+87.1% vs peer median rate),Standard schedule compliance,12.96,1.15,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002100,15.26,48.86,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,5.04,-0.05,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002101,40.12,80.94,False,Atypical cost per unit (+102.0% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,3.81,1.33,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002102,16.41,51.48,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,4.76,-0.57,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002103,65.42,94.12,False,Elevated peer-adjusted cost (+321.4% vs peer median for work type),Accelerated disbursement velocity (4.1x peer median disbursement speed),Atypical cost per unit (+168.5% vs peer median rate),321.44,2.22,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002104,36.43,78.0,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-23.46,-0.8,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002105,45.21,84.86,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,18.15,-0.3,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002106,12.31,41.18,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-0.52,-0.24,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002107,47.9,86.62,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,6.36,0.05,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002108,2.6,7.24,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-23.19,-0.44,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002109,3.53,10.56,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-14.05,-0.74,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002110,5.93,20.42,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,13.25,-0.76,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002111,12.63,42.2,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-15.83,-0.63,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002112,18.96,57.18,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,7.59,0.4,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002113,30.5,72.56,False,High unverified disbursement rate (100.0% unverified payments),Atypical cost per unit (+45.4% vs peer median rate),Standard schedule compliance,3.98,0.67,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002114,26.81,68.9,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,2.33,-0.6,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002115,100.0,99.51,True,Elevated peer-adjusted cost (+423.9% vs peer median for work type),Accelerated disbursement velocity (5.3x peer median disbursement speed),Atypical cost per unit (+652.3% vs peer median rate),423.87,9.13,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002116,8.36,30.0,False,Atypical cost per unit (+265.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,12.16,3.71,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002117,50.74,88.1,False,Atypical cost per unit (+259.2% vs peer median rate),Accelerated disbursement velocity (1.6x peer median disbursement speed),Contract escalation (68.3% value change with 0 amendments),-2.72,3.77,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002118,16.46,51.62,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,1.1,0.36,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002119,71.83,95.7,True,Elevated peer-adjusted cost (+32.3% vs peer median for work type),Irregular payment intervals (33.3% timing anomaly rate),Atypical cost per unit (+52.9% vs peer median rate),32.35,0.68,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002120,6.39,22.52,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,8.37,-0.58,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002121,10.48,36.24,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,19.09,-0.41,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002122,44.59,84.4,False,Contract escalation (1.0% value change with 2 amendments),Atypical cost per unit (+53.1% vs peer median rate),Standard schedule compliance,-30.72,0.72,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002123,24.69,66.42,False,Atypical cost per unit (+1963.9% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-4.82,25.06,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002124,5.32,17.9,False,Atypical cost per unit (+55.8% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-19.03,0.78,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002125,17.29,53.52,False,Disproportionate round-sum disbursements (100.0% round-number rate),Normal peer disbursement pattern,Standard schedule compliance,-7.74,-0.7,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002126,26.47,68.5,False,Contract escalation (43.5% value change with 0 amendments),Normal peer disbursement pattern,Standard schedule compliance,-7.8,-0.11,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002127,13.78,45.0,False,Atypical cost per unit (+40.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-17.9,0.65,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002128,3.09,8.7,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-2.03,-0.0,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002129,42.5,82.86,False,Atypical cost per unit (+712.6% vs peer median rate),Irregular payment intervals (50.0% timing anomaly rate),Standard schedule compliance,-6.63,12.37,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002130,19.88,59.0,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-3.6,-0.28,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002131,48.91,87.08,False,Contract escalation (-2.0% value change with 3 amendments),Atypical cost per unit (+50.5% vs peer median rate),Standard schedule compliance,16.16,0.75,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002132,47.72,86.54,False,Atypical cost per unit (+429.1% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-32.69,6.14,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002133,24.73,66.5,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-15.5,-0.62,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002134,39.47,80.46,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,0.05,-0.67,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002135,21.81,61.9,False,Atypical cost per unit (+408.8% vs peer median rate),High unverified disbursement rate (100.0% unverified payments),Standard schedule compliance,-12.31,6.3,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002136,3.31,9.68,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-25.21,-0.83,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002137,71.62,95.64,True,Elevated peer-adjusted cost (+302.4% vs peer median for work type),Atypical cost per unit (+726.2% vs peer median rate),Accelerated disbursement velocity (3.7x peer median disbursement speed),302.41,10.38,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002138,92.31,98.32,True,Elevated peer-adjusted cost (+464.3% vs peer median for work type),Accelerated disbursement velocity (6.0x peer median disbursement speed),Atypical cost per unit (+402.4% vs peer median rate),464.32,6.2,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002139,30.84,72.86,False,Atypical cost per unit (+832.0% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-16.53,14.44,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002140,12.44,41.68,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,22.99,-0.19,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002141,12.51,41.92,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-13.11,-0.77,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002142,5.76,19.68,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,24.86,-0.13,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002143,53.5,89.58,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,17.72,-0.56,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002144,8.45,30.3,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-27.34,-0.3,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002145,5.84,20.04,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,28.83,0.23,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002146,14.77,47.52,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,9.48,-0.38,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002147,0.48,1.68,False,Atypical cost per unit (+157.6% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-11.94,2.43,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002148,9.31,32.7,False,Atypical cost per unit (+103.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-13.15,1.39,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002149,5.38,18.1,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-32.8,-1.03,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002150,49.87,87.66,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,16.95,0.22,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002151,88.58,98.04,True,Elevated peer-adjusted cost (+438.5% vs peer median for work type),Accelerated disbursement velocity (5.5x peer median disbursement speed),Atypical cost per unit (+523.7% vs peer median rate),438.53,6.89,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002152,34.59,75.96,False,Atypical cost per unit (+42.5% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-20.69,0.55,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002153,84.77,97.8,True,Contract escalation (-7.8% value change with 4 amendments),Normal peer disbursement pattern,Standard schedule compliance,-28.34,-0.78,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002154,23.38,64.58,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,5.65,-0.11,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002155,15.05,48.26,False,Atypical cost per unit (+144.7% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-18.74,2.15,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002156,47.99,86.64,False,Contract escalation (8.1% value change with 0 amendments),Normal peer disbursement pattern,Standard schedule compliance,-6.15,-0.3,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002157,36.66,78.3,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,3.71,-0.29,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002158,24.18,65.78,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-10.94,-0.69,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002159,22.83,63.78,False,Atypical cost per unit (+515.6% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,17.27,8.95,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002160,0.0,0.51,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-14.54,-0.22,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002161,1.63,4.14,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,26.54,0.24,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002162,36.91,78.56,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-13.54,-0.78,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002163,23.06,64.04,False,Disproportionate round-sum disbursements (100.0% round-number rate),Normal peer disbursement pattern,Standard schedule compliance,-23.13,-0.67,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002164,56.19,90.96,False,Elevated peer-adjusted cost (+236.7% vs peer median for work type),Accelerated disbursement velocity (3.5x peer median disbursement speed),Atypical cost per unit (+77.3% vs peer median rate),236.68,1.05,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002165,4.26,13.4,False,Atypical cost per unit (+174.7% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-25.86,2.33,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002166,32.7,74.4,False,Accelerated disbursement velocity (1.9x peer median disbursement speed),Contract escalation (49.1% value change with 0 amendments),Standard schedule compliance,29.23,0.09,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002167,25.47,67.4,False,Atypical cost per unit (+1485.4% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,-17.52,22.85,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002168,8.2,29.34,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-12.72,-0.34,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002169,24.98,66.92,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-21.16,-0.78,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002170,44.35,84.22,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,25.76,-0.48,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002171,13.85,45.18,False,Atypical cost per unit (+99.9% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,4.88,1.61,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002172,9.57,33.36,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-14.01,-0.51,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002173,11.34,38.62,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,9.02,-0.16,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002174,0.0,0.51,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-1.97,-0.83,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002175,21.41,61.44,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-23.13,-0.72,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002176,79.91,97.26,True,Elevated peer-adjusted cost (+413.8% vs peer median for work type),Accelerated disbursement velocity (5.4x peer median disbursement speed),Atypical cost per unit (+135.9% vs peer median rate),413.84,1.85,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002177,17.71,54.68,False,Atypical cost per unit (+1433.3% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,10.16,19.49,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002178,3.63,10.84,False,Atypical cost per unit (+53.9% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-5.18,0.91,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002179,9.92,34.56,False,Atypical cost per unit (+109.0% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-3.55,1.47,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002180,11.31,38.58,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,14.94,-0.18,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002181,9.65,33.64,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-11.36,-0.72,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002182,5.66,19.04,False,Atypical cost per unit (+220.3% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,14.09,3.39,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002183,23.52,64.82,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,-14.71,-0.71,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002184,25.49,67.44,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-25.79,-0.83,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002185,22.22,62.64,False,Atypical cost per unit (+490.6% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,25.2,7.8,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002186,9.61,33.54,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,1.03,-0.09,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002187,1.67,4.28,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,5.76,-0.3,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002188,10.71,37.02,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-2.96,-0.71,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002189,22.41,62.98,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,3.25,0.03,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002190,35.35,76.74,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-8.63,0.46,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002191,35.82,77.36,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-28.71,-0.16,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002192,41.3,82.24,False,Contract escalation (65.7% value change with 0 amendments),Normal peer disbursement pattern,Standard schedule compliance,-27.79,0.46,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002193,5.2,17.26,False,Atypical cost per unit (+79.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,21.35,1.34,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002194,87.22,97.94,True,Elevated peer-adjusted cost (+427.5% vs peer median for work type),Accelerated disbursement velocity (5.5x peer median disbursement speed),Atypical cost per unit (+257.8% vs peer median rate),427.52,3.83,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002195,77.5,96.96,True,Elevated peer-adjusted cost (+365.0% vs peer median for work type),Accelerated disbursement velocity (4.3x peer median disbursement speed),Atypical cost per unit (+107.7% vs peer median rate),365.0,1.56,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002196,4.41,13.92,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,11.57,-0.52,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002197,39.74,80.66,False,Contract escalation (-8.4% value change with 2 amendments),Normal peer disbursement pattern,Standard schedule compliance,9.42,-0.6,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002198,5.04,16.38,False,Atypical cost per unit (+43.6% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,24.79,0.71,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002199,15.47,49.24,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-22.42,-0.66,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002200,11.26,38.34,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,9.84,-0.52,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002201,41.18,82.1,False,Atypical cost per unit (+135.9% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,5.68,1.77,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002202,45.8,85.18,False,Atypical cost per unit (+1299.1% vs peer median rate),Accelerated disbursement velocity (1.7x peer median disbursement speed),Contract escalation (44.5% value change with 0 amendments),12.56,21.29,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002203,55.82,90.74,False,Elevated peer-adjusted cost (+36.9% vs peer median for work type),Atypical cost per unit (+37.1% vs peer median rate),Standard schedule compliance,36.86,0.47,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002204,12.66,42.3,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-10.94,-0.36,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002205,9.17,32.22,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-31.62,-0.84,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
