WORK_ID,MP_NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED_DATE,ALLOCATION_AMOUNT,IDA_APPROVAL,STATUS,HOUSE,is_fraud,fraud_type
1b7e1cd9,MP 0208,NA - construction of public toilet complex,Normal/Others,Karnataka,Karnataka Constituency 208,IDA 0203,,,Block 3,,2023-09-07,619375,Approved by IDA,Unsanctioned,Lok Sabha,0,
d0788ea7,MP 0075,NA - installation of CCTV surveillance system,Normal/Others,Karnataka,Karnataka Constituency 75,IDA 0323,,,Block 9,Village 24,2023-08-13,440174,Action Pending,Completed,Lok Sabha,0,
6e3d170e,MP 0023,NA - renovation of government school building,Normal/Others,Karnataka,Karnataka Constituency 23,IDA 0310,,Ward 13,,,2024-01-12,644994,Action Pending,Sanctioned,Lok Sabha,0,
9bfeb9b6,MP 0232,NA - installation of RO water purification unit,Normal/Others,Odisha,Odisha Constituency 232,IDA 0079,,,,Village 84,2024-03-19,119897,Approved by IDA,Unsanctioned,Lok Sabha,0,
3c1efa94,MP 0210,NA - construction of drainage system,Normal/Others,Punjab,Punjab Constituency 210,IDA 0384,,,,,2024-02-17,896367,Action Pending,Ongoing,Lok Sabha,0,
de2ec1bc,MP 0291,NA - installation of CCTV surveillance system,Normal/Others,Bihar,Bihar Constituency 291,IDA 0001,,Ward 27,Block 12,,2023-12-17,256845,Action Pending,Ongoing,Lok Sabha,0,
13c49a0a,MP 0133,NA - repair of drinking water supply pipeline,Normal/Others,West Bengal,West Bengal Constituency 133,IDA 0016,,,Block 4,,2023-05-26,398638,Action Pending,Completed,Lok Sabha,0,
2d860d29,MP 0296,NA - construction of cremation ground shed,Normal/Others,West Bengal,West Bengal Constituency 296,IDA 0241,,Ward 3,Block 6,,2024-03-21,483506,Approved by IDA,Ongoing,Lok Sabha,0,
ab29b4f1,MP 0070,NA – development of public park (Phase 1),Normal/Others,Gujarat,Gujarat Constituency 70,IDA 0330,,,Block 11,Village 72,2023-06-08,1962788,Action Pending,Completed,Lok Sabha,1,duplicate
9d1303aa,MP 0259,NA - development of public park,Normal/Others,Kerala,Kerala Constituency 259,IDA 0336,,,,,2023-04-04,1146490,Approved by IDA,Unsanctioned,Rajya Sabha,1,vendor_capture
b2bf8e23,MP 0018,NA - repair and renovation of anganwadi center,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 18,IDA 0080,,,Block 15,,2023-06-23,655617,Approved by IDA,Unsanctioned,Lok Sabha,0,
f1533c47,MP 0062,NA - construction of boundary wall for school,Normal/Others,Kerala,Kerala Constituency 62,IDA 0373,,,Block 11,,2024-02-06,786083,Approved by IDA,Unsanctioned,Rajya Sabha,0,
7b6f34ff,MP 0040,NA - installation of CCTV surveillance system,Normal/Others,Telangana,Telangana Constituency 40,IDA 0367,,,,,2023-04-26,361077,Action Pending,Unsanctioned,Lok Sabha,0,
f75596a6,MP 0246,NA - construction of drainage system,Normal/Others,Assam,Assam Constituency 246,IDA 0288,,,,,2023-05-06,956971,Action Pending,Unsanctioned,Rajya Sabha,0,
a4f150c4,MP 0209,NA - construction of public toilet complex,Normal/Others,Gujarat,Gujarat Constituency 209,IDA 0393,,,Block 6,,2023-05-17,422792,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
963469d6,MP 0145,NA - construction of cremation ground shed,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 145,IDA 0385,,,Block 12,,2023-08-03,231657,Action Pending,Completed,Lok Sabha,0,
87d7220d,MP 0227,NA - construction of boundary wall for school,Normal/Others,Assam,Assam Constituency 227,IDA 0243,,,Block 10,,2024-03-14,466274,Action Pending,Ongoing,Lok Sabha,0,
22168f6b,MP 0132,NA - installation of street lights,Normal/Others,Odisha,Odisha Constituency 132,IDA 0012,,,,,2023-11-06,204463,Action Pending,Sanctioned,Lok Sabha,0,
8c944c48,MP 0134,NA - repair of internal roads,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 134,IDA 0379,,,Block 15,,2023-06-16,811989,Approved by IDA,Unsanctioned,Lok Sabha,0,
45669a6c,MP 0003,NA - installation of street lights,Normal/Others,Karnataka,Karnataka Constituency 3,IDA 0330,,Ward 20,Block 1,Village 37,2023-09-10,182152,Approved by IDA,Unsanctioned,Lok Sabha,0,
cd88978d,MP 0176,NA - installation of hand pumps and borewells,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 176,IDA 0110,,,,,2024-01-31,71512,Approved by IDA,Completed,Rajya Sabha,0,
48fc39a6,MP 0136,NA - repair of internal roads,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 136,IDA 0242,,,Block 13,,2023-09-20,2181570,Approved by IDA,Sanctioned,Lok Sabha,0,
51b66cd5,MP 0017,NA - construction of drainage system,Normal/Others,Uttarakhand,Uttarakhand Constituency 17,IDA 0088,,Ward 7,,,2023-07-29,512088,Action Pending,Sanctioned,Lok Sabha,0,
fab54200,MP 0276,NA - installation of RO water purification unit,Normal/Others,Delhi,Delhi Constituency 276,IDA 0040,,,Block 4,,2023-07-20,250030,Action Pending,Unsanctioned,Rajya Sabha,0,
a6e18c19,MP 0053,NA - construction of boundary wall for school,Normal/Others,Delhi,Delhi Constituency 53,IDA 0236,,,Block 2,,2024-02-19,467150,Action Pending,Sanctioned,Lok Sabha,0,
74e7811c,MP 0191,NA - construction of drainage system,Normal/Others,Bihar,Bihar Constituency 191,IDA 0365,,Ward 6,Block 13,,2024-02-01,767427,Rejected by IDA,Unsanctioned,Rajya Sabha,0,
90f79b44,MP 0001,NA - development of public park,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 1,IDA 0380,,,,,2023-06-09,1353809,Action Pending,Sanctioned,Lok Sabha,0,
a3338b90,MP 0072,NA - construction of community hall,Normal/Others,Uttarakhand,Uttarakhand Constituency 72,IDA 0133,,,,Village 55,2024-03-05,2850072,Rejected by IDA,Unsanctioned,Rajya Sabha,0,
eb4fe97f,MP 0175,NA - repair of internal roads,Normal/Others,Gujarat,Gujarat Constituency 175,IDA 0053,,,,,2023-06-21,1614690,Action Pending,Sanctioned,Rajya Sabha,0,
747ba73a,MP 0032,NA - installation of street lights,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 32,IDA 0160,,,Block 15,,2023-12-14,294735,Action Pending,Sanctioned,Rajya Sabha,0,
db853fd1,MP 0292,NA - renovation of government school building,Normal/Others,Uttarakhand,Uttarakhand Constituency 292,IDA 0083,,,,,2024-03-31,2093108,Action Pending,Unsanctioned,Lok Sabha,0,
388d056a,MP 0279,NA - installation of hand pumps and borewells,Normal/Others,Odisha,Odisha Constituency 279,IDA 0350,,Ward 28,Block 10,Village 87,2023-09-20,107722,Action Pending,Unsanctioned,Lok Sabha,0,
dc1ed71c,MP 0138,NA - installation of CCTV surveillance system,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 138,IDA 0227,,,,,2023-06-25,492679,Approved by IDA,Sanctioned,Lok Sabha,0,
2dbc7bf1,MP 0254,NA - construction of drainage system,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 254,IDA 0272,,Ward 20,Block 9,,2024-03-03,5983626,Approved by IDA,Unsanctioned,Lok Sabha,1,overpricing
6a5285e7,MP 0297,NA - construction of community hall,Normal/Others,Delhi,Delhi Constituency 297,IDA 0207,,,Block 14,,2023-09-26,2343326,Approved by IDA,Unsanctioned,Lok Sabha,0,
121523f0,MP 0052,NA - repair of drinking water supply pipeline,Normal/Others,Telangana,Telangana Constituency 52,IDA 0298,,,Block 10,Village 100,2023-05-21,634387,Action Pending,Sanctioned,Rajya Sabha,1,vendor_capture
7c2583ff,MP 0269,NA - construction of cremation ground shed,Normal/Others,Haryana,Haryana Constituency 269,IDA 0346,,Ward 8,Block 6,,2023-06-05,426008,Approved by IDA,Ongoing,Lok Sabha,0,
2f91b80d,MP 0258,NA - construction of drainage system,Normal/Others,Rajasthan,Rajasthan Constituency 258,IDA 0276,,,Block 3,Village 95,2024-03-23,780917,Action Pending,Sanctioned,Lok Sabha,0,
9acf7260,MP 0217,NA - construction of cremation ground shed,Normal/Others,Karnataka,Karnataka Constituency 217,IDA 0056,,,Block 10,Village 27,2023-04-16,271999,Action Pending,Sanctioned,Lok Sabha,0,
f39a3e7a,MP 0275,NA - construction of drainage system,Normal/Others,Maharashtra,Maharashtra Constituency 275,IDA 0147,,,,Village 85,2024-02-11,1066297,Approved by IDA,Unsanctioned,Lok Sabha,0,
d61e90df,MP 0097,NA - construction of community hall,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 97,IDA 0386,,Ward 18,Block 1,,2023-12-09,2416804,Action Pending,Unsanctioned,Lok Sabha,0,
17077423,MP 0069,NA - installation of hand pumps and borewells,Normal/Others,Rajasthan,Rajasthan Constituency 69,IDA 0183,,,,,2024-01-07,939515,Action Pending,Sanctioned,Lok Sabha,1,overpricing
c4cd2af4,MP 0279,NA - construction of drainage system,Normal/Others,Odisha,Odisha Constituency 279,IDA 0314,,,,,2023-08-22,1188377,Action Pending,Unsanctioned,Rajya Sabha,0,
4b986bfe,MP 0026,NA - construction of cremation ground shed,Normal/Others,Gujarat,Gujarat Constituency 26,IDA 0156,,,,Village 21,2023-10-31,588738,Approved by IDA,Unsanctioned,Lok Sabha,0,
91f4bf24,MP 0238,NA – installation of hand pumps and borewells (Phase 1),Normal/Others,Assam,Assam Constituency 238,IDA 0162,,,,,2023-11-16,130476,Action Pending,Sanctioned,Lok Sabha,1,duplicate
081e0772,MP 0146,NA - construction of cremation ground shed,Normal/Others,Uttarakhand,Uttarakhand Constituency 146,IDA 0257,,,,,2024-02-09,542691,Approved by IDA,Completed,Rajya Sabha,0,
9b801e74,MP 0016,NA - installation of street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 16,IDA 0119,,,,Village 49,2024-01-03,181272,Action Pending,Unsanctioned,Lok Sabha,0,
b5ddc256,MP 0125,NA - repair and renovation of anganwadi center,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 125,IDA 0379,,,Block 10,,2023-12-30,654129,Approved by IDA,Completed,Rajya Sabha,0,
ede51c59,MP 0008,NA - renovation of government school building,Normal/Others,Bihar,Bihar Constituency 8,IDA 0129,,Ward 4,Block 4,,2023-11-16,10057822,Action Pending,Unsanctioned,Rajya Sabha,1,overpricing
ed4479b6,MP 0232,NA - construction of public toilet complex,Normal/Others,Odisha,Odisha Constituency 232,IDA 0249,,,Block 4,Village 2,2023-07-28,759470,Approved by IDA,Unsanctioned,Lok Sabha,0,
8ab08897,MP 0099,NA - installation of CCTV surveillance system,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 99,IDA 0252,,,Block 3,,2023-09-11,498327,Approved by IDA,Unsanctioned,Lok Sabha,0,
b88e0788,MP 0210,NA - installation of RO water purification unit,Normal/Others,Punjab,Punjab Constituency 210,IDA 0276,,,Block 12,,2023-10-11,1590384,Action Pending,Unsanctioned,Rajya Sabha,1,overpricing
e52cc18b,MP 0152,NA - development of public park,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 152,IDA 0305,,,,Village 100,2023-07-27,1775448,Action Pending,Unsanctioned,Lok Sabha,0,
34a516d5,MP 0150,NA - repair of internal roads,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 150,IDA 0014,,Ward 24,,,2023-05-22,6457476,Action Pending,Completed,Rajya Sabha,1,overpricing
34a2fb47,MP 0236,NA - construction of boundary wall for school,Normal/Others,Rajasthan,Rajasthan Constituency 236,IDA 0013,,,,,2023-07-25,869640,Approved by IDA,Unsanctioned,Lok Sabha,0,
9c1007d4,MP 0235,NA - installation of street lights,Normal/Others,Rajasthan,Rajasthan Constituency 235,IDA 0290,,,,,2023-07-28,194903,Approved by IDA,Unsanctioned,Lok Sabha,0,
2ba3d7c8,MP 0111,NA - installation of solar street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 111,IDA 0225,,,,Village 93,2023-04-26,459121,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
fe83553f,MP 0241,NA - construction of drainage system,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 241,IDA 0092,,,,Village 40,2024-02-24,1250867,Action Pending,Unsanctioned,Lok Sabha,0,
d4c65f73,MP 0246,NA - construction of public toilet complex,Normal/Others,Assam,Assam Constituency 246,IDA 0113,,,Block 6,,2024-02-01,683377,Approved by IDA,Unsanctioned,Lok Sabha,0,
2738f903,MP 0015,NA - construction of cremation ground shed,Normal/Others,Karnataka,Karnataka Constituency 15,IDA 0104,,,,Village 69,2024-01-19,448602,Approved by IDA,Unsanctioned,Lok Sabha,0,
64a84fc0,MP 0185,NA - construction of boundary wall for school,Normal/Others,Assam,Assam Constituency 185,IDA 0123,,,,Village 37,2023-04-05,366587,Approved by IDA,Unsanctioned,Lok Sabha,0,
8dd300f1,MP 0245,NA - construction of drainage system,Normal/Others,Bihar,Bihar Constituency 245,IDA 0018,,Ward 24,Block 3,Village 32,2023-08-18,775947,Approved by IDA,Unsanctioned,Rajya Sabha,0,
ebc64f74,MP 0190,NA - construction of boundary wall for school,Normal/Others,Karnataka,Karnataka Constituency 190,IDA 0025,,,Block 9,Village 87,2024-02-17,282027,Approved by IDA,Completed,Rajya Sabha,0,
dc2faa78,MP 0010,NA - installation of hand pumps and borewells,Normal/Others,Jharkhand,Jharkhand Constituency 10,IDA 0149,,,Block 8,,2023-06-18,61303,Action Pending,Unsanctioned,Rajya Sabha,0,
5006ed0e,MP 0187,NA - repair of drinking water supply pipeline,Normal/Others,Assam,Assam Constituency 187,IDA 0102,,,Block 2,,2023-05-26,650307,Approved by IDA,Unsanctioned,Rajya Sabha,0,
d8239c3d,MP 0060,NA - construction of cremation ground shed,Normal/Others,Karnataka,Karnataka Constituency 60,IDA 0236,,,Block 1,,2023-07-26,445667,Approved by IDA,Unsanctioned,Rajya Sabha,0,
9b71fbf7,MP 0052,NA - repair of drinking water supply pipeline,Normal/Others,Telangana,Telangana Constituency 52,IDA 0218,,,Block 4,,2023-05-19,4851229,Approved by IDA,Unsanctioned,Lok Sabha,1,overpricing
056cd677,MP 0218,NA - construction of cremation ground shed,Normal/Others,Punjab,Punjab Constituency 218,IDA 0108,,,Block 8,,2023-04-09,208656,Action Pending,Unsanctioned,Lok Sabha,0,
9531ece8,MP 0202,NA - construction of public toilet complex,Normal/Others,Karnataka,Karnataka Constituency 202,IDA 0177,,,Block 4,,2023-05-29,848814,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
f227a456,MP 0088,NA - installation of hand pumps and borewells,Normal/Others,Gujarat,Gujarat Constituency 88,IDA 0370,,Ward 7,Block 10,Village 11,2023-06-08,61153,Approved by IDA,Unsanctioned,Lok Sabha,0,
c299e59f,MP 0181,NA - repair of drinking water supply pipeline,Normal/Others,Rajasthan,Rajasthan Constituency 181,IDA 0050,,,,,2023-12-27,677344,Action Pending,Unsanctioned,Rajya Sabha,0,
e4940cc0,MP 0280,NA - construction of cremation ground shed,Normal/Others,Maharashtra,Maharashtra Constituency 280,IDA 0067,,Ward 20,Block 8,Village 11,2023-08-31,326441,Action Pending,Completed,Lok Sabha,0,
dcd92d51,MP 0203,NA - repair of internal roads,Normal/Others,Bihar,Bihar Constituency 203,IDA 0067,,Ward 4,,,2024-01-20,1149103,Action Pending,Unsanctioned,Rajya Sabha,0,
df6ab730,MP 0101,NA - construction of community hall,Normal/Others,Haryana,Haryana Constituency 101,IDA 0066,,Ward 16,,Village 51,2024-02-05,2450375,Approved by IDA,Sanctioned,Lok Sabha,0,
fa5be4dd,MP 0179,NA - installation of RO water purification unit,Normal/Others,Rajasthan,Rajasthan Constituency 179,IDA 0207,,,,Village 23,2023-06-05,295372,Action Pending,Ongoing,Lok Sabha,0,
6f174914,MP 0247,NA - installation of solar street lights,Normal/Others,Haryana,Haryana Constituency 247,IDA 0117,,Ward 5,,,2023-09-04,2274212,Approved by IDA,Ongoing,Lok Sabha,1,overpricing
7c13e94c,MP 0069,NA - construction of boundary wall for school,Normal/Others,Rajasthan,Rajasthan Constituency 69,IDA 0124,,,,Village 81,2023-08-29,620182,Action Pending,Ongoing,Rajya Sabha,0,
bb31e0f9,MP 0198,NA - construction of cremation ground shed,Normal/Others,Karnataka,Karnataka Constituency 198,IDA 0139,,Ward 11,Block 11,,2024-01-23,278279,Action Pending,Sanctioned,Lok Sabha,0,
1f8398b8,MP 0242,NA - construction of cremation ground shed,Normal/Others,Gujarat,Gujarat Constituency 242,IDA 0020,,,Block 2,Village 8,2023-12-06,522362,Approved by IDA,Unsanctioned,Lok Sabha,0,
9b3d90e3,MP 0111,NA - renovation of government school building,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 111,IDA 0083,,Ward 19,,Village 90,2024-03-29,1095755,Approved by IDA,Unsanctioned,Lok Sabha,0,
48d01b40,MP 0183,NA – installation of street lights (Phase 1),Normal/Others,Kerala,Kerala Constituency 183,IDA 0312,,,Block 6,,2023-09-05,153034,Action Pending,Unsanctioned,Lok Sabha,1,duplicate
ea8d3c07,MP 0231,NA - development of public park,Normal/Others,Kerala,Kerala Constituency 231,IDA 0094,,,,Village 3,2024-03-05,1088326,Action Pending,Unsanctioned,Lok Sabha,0,
abb20df4,MP 0231,NA - construction of drainage system,Normal/Others,Kerala,Kerala Constituency 231,IDA 0328,,,Block 11,,2023-07-17,969047,Action Pending,Unsanctioned,Rajya Sabha,0,
eb2733cf,MP 0217,NA - installation of RO water purification unit,Normal/Others,Karnataka,Karnataka Constituency 217,IDA 0038,,Ward 5,Block 15,Village 61,2023-10-04,264195,Action Pending,Ongoing,Rajya Sabha,0,
97b0fc5f,MP 0002,NA - repair of internal roads,Normal/Others,Gujarat,Gujarat Constituency 2,IDA 0335,,,Block 13,Village 80,2023-09-08,2375930,Approved by IDA,Completed,Rajya Sabha,0,
f14e4c42,MP 0185,NA - installation of hand pumps and borewells,Normal/Others,Assam,Assam Constituency 185,IDA 0092,,,Block 13,,2024-01-05,84661,Approved by IDA,Unsanctioned,Lok Sabha,0,
e6149e8f,MP 0275,NA - installation of hand pumps and borewells,Normal/Others,Maharashtra,Maharashtra Constituency 275,IDA 0366,,,Block 12,Village 16,2023-04-15,72773,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
9292b972,MP 0028,NA - construction of boundary wall for school,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 28,IDA 0040,,Ward 5,,,2023-05-04,458462,Action Pending,Unsanctioned,Rajya Sabha,0,
96011d47,MP 0143,NA - installation of solar street lights,Normal/Others,West Bengal,West Bengal Constituency 143,IDA 0060,,,Block 11,,2024-01-01,302402,Action Pending,Sanctioned,Rajya Sabha,0,
405d1776,MP 0199,NA - installation of street lights,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 199,IDA 0304,,Ward 29,Block 5,Village 14,2023-04-11,170011,Rejected by IDA,Unsanctioned,Lok Sabha,1,vendor_capture
9820603d,MP 0116,NA - development of public park,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 116,IDA 0145,,Ward 24,Block 7,Village 22,2023-09-06,1682178,Action Pending,Sanctioned,Lok Sabha,0,
e2f03877,MP 0167,NA - installation of CCTV surveillance system,Normal/Others,Punjab,Punjab Constituency 167,IDA 0096,,,Block 2,,2023-05-03,352377,Approved by IDA,Unsanctioned,Lok Sabha,0,
1a3a93dc,MP 0091,NA - installation of solar street lights,Normal/Others,Delhi,Delhi Constituency 91,IDA 0150,,,Block 11,Village 24,2023-07-16,480731,Approved by IDA,Completed,Rajya Sabha,0,
9defb544,MP 0244,NA - construction of community hall,Normal/Others,Karnataka,Karnataka Constituency 244,IDA 0175,,,,,2024-02-05,3773609,Action Pending,Sanctioned,Lok Sabha,0,
60658382,MP 0186,NA - development of public park,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 186,IDA 0212,,,,,2023-08-21,1764998,Approved by IDA,Unsanctioned,Lok Sabha,0,
d178c385,MP 0298,NA - installation of hand pumps and borewells,Normal/Others,Karnataka,Karnataka Constituency 298,IDA 0308,,,Block 8,,2023-10-12,126591,Approved by IDA,Sanctioned,Lok Sabha,0,
3483faeb,MP 0072,NA - installation of RO water purification unit,Normal/Others,Uttarakhand,Uttarakhand Constituency 72,IDA 0362,,,,Village 58,2023-08-09,255507,Approved by IDA,Ongoing,Lok Sabha,0,
05a2da7d,MP 0202,NA - installation of solar street lights,Normal/Others,Karnataka,Karnataka Constituency 202,IDA 0189,,,,Village 36,2023-07-10,220215,Approved by IDA,Unsanctioned,Lok Sabha,0,
be81311d,MP 0040,NA - repair of internal roads,Normal/Others,Telangana,Telangana Constituency 40,IDA 0230,,,Block 8,,2024-01-24,1440497,Action Pending,Unsanctioned,Lok Sabha,0,
8eeb92fa,MP 0048,NA - repair of drinking water supply pipeline,Normal/Others,Bihar,Bihar Constituency 48,IDA 0212,,,Block 9,,2023-12-09,367624,Action Pending,Sanctioned,Lok Sabha,0,
3beeff69,MP 0171,NA - development of public park,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 171,IDA 0386,,Ward 4,,Village 40,2024-02-23,1677337,Approved by IDA,Unsanctioned,Rajya Sabha,0,
cd81a22c,MP 0164,NA - construction of public toilet complex,Normal/Others,Delhi,Delhi Constituency 164,IDA 0237,,,Block 5,Village 92,2024-01-31,399372,Approved by IDA,Unsanctioned,Lok Sabha,0,
af4e4294,MP 0049,NA - installation of hand pumps and borewells,Normal/Others,Haryana,Haryana Constituency 49,IDA 0119,,Ward 23,Block 8,,2024-01-11,117979,Action Pending,Completed,Lok Sabha,0,
488b9966,MP 0094,NA - installation of street lights,Normal/Others,Punjab,Punjab Constituency 94,IDA 0056,,Ward 25,,,2024-02-28,210928,Action Pending,Unsanctioned,Lok Sabha,0,
8612448e,MP 0155,NA - repair of internal roads,Normal/Others,Odisha,Odisha Constituency 155,IDA 0074,,,,Village 16,2023-06-23,1427022,Action Pending,Unsanctioned,Lok Sabha,0,
29fdb436,MP 0132,NA - construction of community hall,Normal/Others,Odisha,Odisha Constituency 132,IDA 0375,,,Block 15,Village 87,2023-05-21,3054704,Action Pending,Unsanctioned,Lok Sabha,0,
c4dca2bc,MP 0191,NA - development of public park,Normal/Others,Bihar,Bihar Constituency 191,IDA 0229,,,,,2023-07-05,532770,Action Pending,Ongoing,Lok Sabha,0,
854e13b7,MP 0172,NA - development of public park,Normal/Others,Punjab,Punjab Constituency 172,IDA 0288,,Ward 4,,,2023-08-23,1881156,Action Pending,Sanctioned,Lok Sabha,0,
a6a365cf,MP 0240,NA - installation of street lights,Normal/Others,Jharkhand,Jharkhand Constituency 240,IDA 0042,,,Block 3,Village 87,2023-06-07,88293,Action Pending,Unsanctioned,Lok Sabha,0,
2d6b66f7,MP 0152,NA - construction of community hall,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 152,IDA 0051,,Ward 20,Block 13,Village 95,2023-06-02,1835742,Action Pending,Sanctioned,Lok Sabha,0,
bac8eea1,MP 0074,NA - construction of drainage system,Normal/Others,Haryana,Haryana Constituency 74,IDA 0359,,,Block 13,,2023-08-27,897615,Approved by IDA,Unsanctioned,Lok Sabha,0,
4f08aaf8,MP 0029,NA - repair of drinking water supply pipeline,Normal/Others,Jharkhand,Jharkhand Constituency 29,IDA 0138,,Ward 2,,,2024-01-30,303622,Action Pending,Completed,Lok Sabha,0,
6b564f4e,MP 0052,NA - installation of RO water purification unit,Normal/Others,Telangana,Telangana Constituency 52,IDA 0206,,Ward 27,,Village 100,2024-03-12,198533,Action Pending,Unsanctioned,Lok Sabha,0,
1658fdeb,MP 0209,NA - repair of drinking water supply pipeline,Normal/Others,Gujarat,Gujarat Constituency 209,IDA 0279,,Ward 20,Block 8,,2024-03-05,761252,Approved by IDA,Unsanctioned,Lok Sabha,0,
a1a59592,MP 0219,NA - development of public park,Normal/Others,Jharkhand,Jharkhand Constituency 219,IDA 0338,,,Block 11,Village 94,2023-04-17,1328751,Approved by IDA,Unsanctioned,Lok Sabha,0,
581c338b,MP 0231,NA - construction of community hall,Normal/Others,Kerala,Kerala Constituency 231,IDA 0017,,,Block 3,,2023-06-22,2805608,Action Pending,Unsanctioned,Lok Sabha,0,
202d009c,MP 0230,NA - construction of drainage system,Normal/Others,Maharashtra,Maharashtra Constituency 230,IDA 0325,,Ward 30,Block 5,Village 10,2023-12-15,1630176,Approved by IDA,Unsanctioned,Lok Sabha,0,
516e500c,MP 0107,NA - installation of street lights,Normal/Others,Kerala,Kerala Constituency 107,IDA 0162,,,,,2023-05-04,85796,Approved by IDA,Unsanctioned,Lok Sabha,0,
ed929211,MP 0063,NA - construction of boundary wall for school,Normal/Others,Gujarat,Gujarat Constituency 63,IDA 0025,,,Block 2,Village 89,2023-04-05,366778,Rejected by IDA,Unsanctioned,Rajya Sabha,0,
a9dab318,MP 0010,NA - construction of cremation ground shed,Normal/Others,Jharkhand,Jharkhand Constituency 10,IDA 0200,,,Block 5,Village 6,2023-08-02,390357,Approved by IDA,Unsanctioned,Lok Sabha,0,
66b88fe5,MP 0153,NA - construction of drainage system,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 153,IDA 0364,,,Block 11,,2023-11-11,521753,Action Pending,Ongoing,Lok Sabha,0,
e3cdb127,MP 0271,NA - repair and renovation of anganwadi center,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 271,IDA 0088,,,,Village 22,2023-07-17,311260,Action Pending,Sanctioned,Lok Sabha,0,
a6265b2e,MP 0263,NA - repair of drinking water supply pipeline,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 263,IDA 0011,,,Block 14,,2023-07-06,520328,Action Pending,Sanctioned,Lok Sabha,0,
51a7f5b6,MP 0196,NA - renovation of government school building,Normal/Others,Karnataka,Karnataka Constituency 196,IDA 0050,,,Block 2,Village 4,2023-06-29,1384975,Action Pending,Unsanctioned,Lok Sabha,0,
d3340887,MP 0215,NA - construction of community hall,Normal/Others,Delhi,Delhi Constituency 215,IDA 0397,,Ward 17,,,2023-04-09,3995672,Action Pending,Sanctioned,Lok Sabha,0,
a2f9634a,MP 0070,NA - construction of cremation ground shed,Normal/Others,Gujarat,Gujarat Constituency 70,IDA 0153,,Ward 11,,Village 25,2023-04-26,543618,Action Pending,Unsanctioned,Lok Sabha,0,
5a15a4ed,MP 0216,NA - installation of hand pumps and borewells,Normal/Others,Punjab,Punjab Constituency 216,IDA 0324,,,Block 8,,2023-09-17,109744,Action Pending,Completed,Lok Sabha,0,
f3039b59,MP 0157,NA - development of public park,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 157,IDA 0137,,,,,2023-12-05,637132,Action Pending,Sanctioned,Rajya Sabha,0,
230b04fc,MP 0262,NA – construction of boundary wall for school (Phase 2),Normal/Others,Kerala,Kerala Constituency 262,IDA 0162,,,,Village 39,2023-08-07,756667,Approved by IDA,Completed,Lok Sabha,1,duplicate
c150f72a,MP 0185,NA - construction of community hall,Normal/Others,Assam,Assam Constituency 185,IDA 0210,,,Block 8,,2024-01-26,3841116,Approved by IDA,Unsanctioned,Lok Sabha,0,
f1e6bb6c,MP 0115,NA - installation of RO water purification unit,Normal/Others,West Bengal,West Bengal Constituency 115,IDA 0186,,Ward 11,,,2023-04-04,281545,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
00f9afc4,MP 0082,NA - repair of internal roads,Normal/Others,Odisha,Odisha Constituency 82,IDA 0388,,Ward 16,Block 8,Village 9,2024-02-11,847073,Rejected by IDA,Unsanctioned,Lok Sabha,0,
b3743744,MP 0025,NA - development of public park,Normal/Others,Delhi,Delhi Constituency 25,IDA 0152,,,,Village 9,2023-04-25,1258182,Action Pending,Unsanctioned,Lok Sabha,0,
